Attrition_Flag,Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
Existing Customer,3,Less than $40K,Blue,38,1652,1771,0.492
Existing Customer,1,Less than $40K,Blue,36,1438.3,3868,0.565
Attrited Customer,2,Less than $40K,Blue,27,1438.3,2336,0.564
Existing Customer,1,Less than $40K,Blue,17,1512,2558,0.536
Existing Customer,3,$80K - $120K,Gold,49,34516,7917,0.023
Existing Customer,2,$40K - $60K,Blue,41,3667,5322,0.221
Attrited Customer,1,Less than $40K,Blue,40,1438.3,705,0.562
Existing Customer,1,$80K - $120K,Blue,41,5638,2036,0.143
Existing Customer,1,Less than $40K,Blue,33,6130,3411,0.132
Existing Customer,3,$40K - $60K,Gold,19,22725,13847,0.036
Existing Customer,3,Less than $40K,Blue,37,4361,4518,0.185
Existing Customer,0,$80K - $120K,Silver,36,34516,13434,0.023
Existing Customer,1,Less than $40K,Blue,43,2082,4383,0.387
Existing Customer,4,$40K - $60K,Blue,34,10264,4003,0.078
Existing Customer,0,Less than $40K,Blue,53,3396,1418,0.236
Existing Customer,3,$120K +,Blue,28,11629,3752,0.069
Attrited Customer,2,Less than $40K,Blue,36,7151,854,0.112
Existing Customer,2,$80K - $120K,Blue,43,11964,4853,0.067
Existing Customer,0,Unknown,Blue,28,16049,1989,0.05
Existing Customer,3,$60K - $80K,Blue,36,3384,13152,0.236
Existing Customer,2,$60K - $80K,Blue,30,1606,2229,0.497
Existing Customer,1,$120K +,Blue,23,20230,4314,0.039
Existing Customer,0,Less than $40K,Blue,18,2132,3265,0.374
Existing Customer,0,Less than $40K,Blue,40,1438.3,4673,0.554
Existing Customer,5,$120K +,Blue,26,34516,3643,0.023
Existing Customer,1,Less than $40K,Blue,44,8284,13092,0.096
Existing Customer,1,Less than $40K,Blue,41,8693,4755,0.092
Existing Customer,3,Less than $40K,Blue,40,6049,4468,0.132
Existing Customer,0,$40K - $60K,Blue,49,1540,3714,0.517
Attrited Customer,2,$120K +,Silver,19,34516,7721,0.023
Existing Customer,3,$60K - $80K,Blue,36,3337,3951,0.238
Existing Customer,3,$120K +,Blue,36,9397,5265,0.085
Attrited Customer,1,Less than $40K,Blue,36,3626,2954,0.219
Existing Customer,3,$80K - $120K,Blue,33,18582,1836,0.043
Existing Customer,4,$40K - $60K,Blue,36,1438.3,3895,0.552
Existing Customer,0,$60K - $80K,Blue,36,22720,1102,0.035
Existing Customer,5,Less than $40K,Blue,24,2038,3513,0.389
Existing Customer,2,$60K - $80K,Blue,49,4058,15865,0.195
Existing Customer,2,Unknown,Blue,25,11922,2154,0.066
Existing Customer,5,Less than $40K,Blue,36,1478,4123,0.536
Attrited Customer,1,$40K - $60K,Blue,27,1793,2374,0.442
Existing Customer,2,$80K - $120K,Blue,26,29961,2337,0.026
Attrited Customer,1,$40K - $60K,Blue,49,5472,705,0.144
Attrited Customer,3,$40K - $60K,Blue,35,6080,4866,0.129
Existing Customer,0,Less than $40K,Blue,47,2232,1395,0.352
Existing Customer,1,Less than $40K,Blue,43,1438.3,4094,0.546
Existing Customer,3,$80K - $120K,Blue,33,4131,906,0.19
Existing Customer,0,$40K - $60K,Blue,49,4409,4160,0.178
Existing Customer,2,Unknown,Blue,34,7210,4249,0.108
Existing Customer,2,$80K - $120K,Blue,36,2803,3142,0.278
Existing Customer,3,$60K - $80K,Blue,39,12691,1144,0.061
Existing Customer,3,$60K - $80K,Blue,36,6867,14119,0.113
Existing Customer,2,$40K - $60K,Blue,21,2256,1749,0.344
Existing Customer,1,$80K - $120K,Blue,28,34516,3030,0.022
Existing Customer,2,$80K - $120K,Blue,24,17162,2457,0.045
Existing Customer,4,Unknown,Blue,48,1438.3,5053,0.536
Existing Customer,1,$80K - $120K,Blue,31,26840,7969,0.029
Existing Customer,3,$40K - $60K,Blue,36,4112,1334,0.187
Existing Customer,4,$120K +,Blue,36,28200,2507,0.027
Existing Customer,3,Less than $40K,Blue,37,1438.3,4053,0.532
Existing Customer,2,$60K - $80K,Blue,40,3532,4066,0.216
Attrited Customer,2,Less than $40K,Blue,46,9463,7106,0.081
Existing Customer,2,$80K - $120K,Blue,32,28142,3676,0.027
Existing Customer,2,$60K - $80K,Blue,36,6062,3877,0.126
Existing Customer,3,$60K - $80K,Blue,36,22352,1350,0.113
Existing Customer,1,$40K - $60K,Blue,56,3193,1336,0.788
Existing Customer,2,$120K +,Blue,36,19763,1414,0.127
Existing Customer,4,Less than $40K,Blue,36,7000,1112,0.36
Existing Customer,4,$40K - $60K,Blue,39,6111,1221,0.412
Attrited Customer,2,Less than $40K,Blue,33,2859,817,0.88
Existing Customer,3,Less than $40K,Blue,38,4317,1619,0.583
Existing Customer,5,$60K - $80K,Blue,33,22770,1882,0.111
Existing Customer,3,$60K - $80K,Blue,32,18584,1330,0.135
Existing Customer,1,$80K - $120K,Blue,36,3131,1439,0.804
Existing Customer,1,$60K - $80K,Blue,45,3228,1349,0.78
Existing Customer,2,$40K - $60K,Blue,32,12804,1101,0.197
Existing Customer,3,$60K - $80K,Blue,34,13771,1510,0.183
Existing Customer,2,$40K - $60K,Blue,36,6244,1445,0.403
Existing Customer,1,$60K - $80K,Blue,39,8796,1195,0.286
Existing Customer,4,$60K - $80K,Blue,30,2578,1830,0.976
Existing Customer,2,$60K - $80K,Blue,35,7410,2398,0.34
Attrited Customer,4,Less than $40K,Blue,36,4203,1489,0.599
Existing Customer,0,$60K - $80K,Blue,36,18513,1567,0.136
Attrited Customer,3,Less than $40K,Blue,30,3730,858,0.675
Attrited Customer,2,Unknown,Blue,28,4411,803,0.571
Existing Customer,3,Less than $40K,Blue,25,3030,1805,0.831
Existing Customer,3,$40K - $60K,Blue,33,3040,1598,0.828
Existing Customer,0,Less than $40K,Blue,36,3230,1931,0.779
Existing Customer,5,$60K - $80K,Blue,34,10607,1903,0.237
Existing Customer,4,$120K +,Blue,36,34516,1969,0.073
Attrited Customer,0,$40K - $60K,Blue,45,3421,992,0.736
Attrited Customer,4,Less than $40K,Blue,24,3261,856,0.772
Existing Customer,2,$80K - $120K,Blue,29,7535,1655,0.334
Existing Customer,1,$40K - $60K,Blue,47,8633,2066,0.292
Attrited Customer,2,$120K +,Blue,49,11374,1088,0.221
Existing Customer,3,$60K - $80K,Blue,36,3478,1409,0.724
Existing Customer,1,$60K - $80K,Blue,42,2987,1617,0.843
Existing Customer,2,Less than $40K,Blue,36,3625,2616,0.694
Existing Customer,2,$60K - $80K,Blue,25,3071,1765,0.82
Existing Customer,5,Less than $40K,Blue,36,3088,2292,0.815
Existing Customer,2,$80K - $120K,Blue,22,5140,1842,0.49
Existing Customer,1,$120K +,Blue,46,31762,1515,0.079
Existing Customer,2,$60K - $80K,Blue,28,3257,1534,0.773
Existing Customer,3,Less than $40K,Blue,28,4824,1516,0.522
Existing Customer,1,$80K - $120K,Blue,42,12421,1913,0.203
Existing Customer,4,Less than $40K,Blue,43,9652,3762,0.261
Existing Customer,3,Less than $40K,Blue,37,3305,2027,0.762
Existing Customer,2,Unknown,Blue,36,4006,1157,0.628
Existing Customer,4,Less than $40K,Blue,47,3191,1501,0.789
Existing Customer,2,$60K - $80K,Blue,21,12763,2599,0.197
Existing Customer,2,$40K - $60K,Blue,40,8307,2293,0.303
Existing Customer,2,Less than $40K,Blue,21,3230,1914,0.779
Existing Customer,2,Less than $40K,Blue,43,3034,1617,0.83
Existing Customer,0,Less than $40K,Blue,36,3552,1342,0.709
Existing Customer,2,Less than $40K,Blue,18,5779,2102,0.436
Existing Customer,1,$40K - $60K,Blue,25,5865,2623,0.429
Attrited Customer,3,$80K - $120K,Blue,39,18672,1126,0.135
Existing Customer,3,Less than $40K,Blue,33,3075,3534,0.819
Existing Customer,1,$40K - $60K,Blue,43,2706,1682,0.93
Attrited Customer,4,$40K - $60K,Blue,36,4913,899,0.512
Existing Customer,1,Less than $40K,Blue,56,3539,1463,0.711
Existing Customer,2,$80K - $120K,Blue,31,18974,2783,0.133
Existing Customer,4,Less than $40K,Blue,36,4592,1470,0.548
Existing Customer,2,Less than $40K,Blue,35,3240,1904,0.777
Existing Customer,3,$80K - $120K,Blue,37,24580,3069,0.102
Existing Customer,3,Less than $40K,Silver,31,13441,1894,0.187
Attrited Customer,3,Less than $40K,Blue,36,5505,2272,0.457
Existing Customer,0,Less than $40K,Blue,19,3213,2666,0.783
Attrited Customer,1,$40K - $60K,Blue,39,8061,1224,0.312
Existing Customer,2,$40K - $60K,Blue,25,3299,4312,0.763
Attrited Customer,2,Less than $40K,Silver,33,13453,1904,0.187
Attrited Customer,0,Less than $40K,Blue,36,3812,2325,0.66
Existing Customer,2,Less than $40K,Blue,37,3125,4422,0.805
Existing Customer,0,$120K +,Blue,36,24172,1658,0.104
Attrited Customer,3,Less than $40K,Blue,36,5644,2440,0.446
Attrited Customer,3,$60K - $80K,Blue,35,18004,2030,0.14
Attrited Customer,1,$40K - $60K,Blue,56,3807,1739,0.661
Existing Customer,3,$40K - $60K,Blue,35,2872,3635,0.876
Existing Customer,1,$40K - $60K,Blue,52,3880,3163,0.649
Existing Customer,1,$80K - $120K,Blue,46,6249,3988,0.403
Existing Customer,4,Unknown,Blue,35,8795,4552,0.286
Existing Customer,2,Less than $40K,Blue,39,6462,4156,0.39
Existing Customer,1,$120K +,Blue,42,3515,4313,0.716
Attrited Customer,0,Less than $40K,Blue,52,3570,3289,0.705
Existing Customer,4,$80K - $120K,Blue,36,6798,4327,0.37
Existing Customer,2,$120K +,Blue,45,3173,4030,0.793
Existing Customer,2,Less than $40K,Blue,39,2734,4457,0.921
Existing Customer,4,Less than $40K,Blue,29,3212,4284,0.784
Existing Customer,5,$40K - $60K,Blue,49,3301,3939,0.762
Attrited Customer,4,$40K - $60K,Blue,33,10360,2414,0.243
Existing Customer,3,Less than $40K,Blue,32,3317,3772,0.759
Attrited Customer,3,$80K - $120K,Blue,25,2900,2180,0.868
Attrited Customer,0,Less than $40K,Blue,40,3547,2715,0.71
Attrited Customer,2,Less than $40K,Blue,41,3881,2463,0.649
Existing Customer,3,$40K - $60K,Blue,30,5869,4166,0.429
Attrited Customer,2,$120K +,Blue,30,4043,2600,0.623
Attrited Customer,2,$40K - $60K,Blue,18,5600,2296,0.449
Attrited Customer,5,Less than $40K,Blue,40,2860,1544,0.88
Existing Customer,2,Less than $40K,Blue,36,2850,4320,0.883
Attrited Customer,2,Less than $40K,Blue,36,2954,1909,0.852
Attrited Customer,4,Less than $40K,Blue,24,4212,2725,0.598
Existing Customer,3,$120K +,Blue,36,7464,4348,0.337
Existing Customer,2,Less than $40K,Blue,36,2677,3911,0.94
Existing Customer,2,$40K - $60K,Blue,26,2946,5259,0.854
Existing Customer,0,Less than $40K,Blue,36,3007,4423,0.837
Attrited Customer,1,$40K - $60K,Blue,38,4142,2104,0.608
Existing Customer,0,Less than $40K,Blue,56,5951,4554,0.423
Existing Customer,0,$60K - $80K,Blue,36,6606,4493,0.381
Attrited Customer,4,Less than $40K,Blue,39,3468,2494,0.726
Attrited Customer,2,Less than $40K,Blue,41,2964,2327,0.849
Existing Customer,3,Less than $40K,Blue,30,3143,5409,0.801
Attrited Customer,1,Less than $40K,Blue,53,7501,2280,0.336
Existing Customer,1,Less than $40K,Blue,26,3453,4386,0.729
Existing Customer,1,Unknown,Blue,34,2884,4809,0.873
Attrited Customer,3,$40K - $60K,Blue,23,5791,2516,0.435
Attrited Customer,1,Unknown,Blue,42,3674,2608,0.685
Existing Customer,1,$40K - $60K,Blue,52,2802,4392,0.898
Existing Customer,4,Less than $40K,Blue,34,3322,3913,0.758
Attrited Customer,2,Unknown,Blue,26,5956,2828,0.423
Attrited Customer,4,$40K - $60K,Blue,39,10587,2971,0.238
Existing Customer,0,Less than $40K,Blue,36,3008,4627,0.837
Existing Customer,3,Less than $40K,Blue,36,3007,4985,0.837
Existing Customer,4,$80K - $120K,Blue,38,4601,5056,0.547
Existing Customer,2,Less than $40K,Blue,44,3386,4890,0.743
Attrited Customer,4,Less than $40K,Blue,21,2984,2373,0.843
Attrited Customer,1,Less than $40K,Blue,40,3251,2483,0.774
Existing Customer,2,Less than $40K,Blue,29,3327,4901,0.757
Existing Customer,1,Less than $40K,Blue,36,3342,5848,0.753
Existing Customer,0,$80K - $120K,Blue,45,10648,4930,0.236
Attrited Customer,3,Less than $40K,Blue,47,6629,2599,0.38
Existing Customer,1,Less than $40K,Blue,35,2873,4897,0.876
Existing Customer,2,Less than $40K,Blue,38,2904,4503,0.867
Existing Customer,1,Less than $40K,Blue,36,3073,4858,0.819
Attrited Customer,3,$40K - $60K,Blue,36,3233,1339,0.779
Existing Customer,2,$80K - $120K,Blue,36,3081,4317,0.817
Existing Customer,3,Less than $40K,Blue,39,3287,4148,0.766
Existing Customer,3,Less than $40K,Blue,38,4095,4175,0.615
Existing Customer,0,Less than $40K,Blue,22,3009,5329,0.836
Existing Customer,3,Less than $40K,Blue,41,3229,4526,0.779
Attrited Customer,3,$120K +,Blue,35,7135,2305,0.353
Existing Customer,4,$40K - $60K,Blue,25,3394,5421,0.742
Existing Customer,2,$40K - $60K,Blue,27,3050,4698,0.825
Existing Customer,3,Less than $40K,Blue,28,5471,5103,0.46
Attrited Customer,4,Less than $40K,Blue,41,3785,2401,0.665
Existing Customer,4,$40K - $60K,Blue,26,2874,4794,0.876
Attrited Customer,0,Less than $40K,Blue,19,3261,2461,0.772
Existing Customer,3,$60K - $80K,Blue,29,12294,7906,0.205
Existing Customer,3,$60K - $80K,Blue,28,13452,7582,0.187
Attrited Customer,2,$80K - $120K,Blue,38,25894,4847,0.097
Attrited Customer,4,Less than $40K,Blue,36,4477,4996,0.562
Existing Customer,3,Less than $40K,Silver,40,11128,8526,0.226
Attrited Customer,2,$120K +,Blue,30,10896,4935,0.231
Existing Customer,2,$80K - $120K,Blue,39,11901,7998,0.211
Existing Customer,2,Unknown,Blue,32,15048,7592,0.167
Existing Customer,3,$60K - $80K,Blue,30,24499,7667,0.103
Existing Customer,3,$120K +,Silver,49,34516,8596,0.073
Existing Customer,4,$60K - $80K,Blue,48,18980,8295,0.133
Attrited Customer,5,Less than $40K,Silver,33,14806,4804,0.17
Existing Customer,2,$40K - $60K,Blue,49,6380,13945,0.395
Existing Customer,3,Less than $40K,Blue,40,4010,14354,0.628
Attrited Customer,2,$60K - $80K,Blue,36,9719,9183,0.259
Existing Customer,1,$40K - $60K,Silver,16,17894,15305,0.141
Existing Customer,1,Less than $40K,Blue,41,3784,15199,0.665
Attrited Customer,0,Less than $40K,Blue,36,6911,8123,0.364
Existing Customer,1,Less than $40K,Blue,43,3629,14205,0.694
Existing Customer,2,Less than $40K,Blue,34,3246,13671,0.775
Attrited Customer,5,Less than $40K,Blue,40,8297,9819,0.303
Existing Customer,2,$80K - $120K,Blue,21,7685,13604,0.328
Attrited Customer,4,$40K - $60K,Blue,30,13753,7464,0.183
Existing Customer,0,Unknown,Gold,55,7469,16328,0.337
Attrited Customer,1,$60K - $80K,Blue,17,6500,9451,0.387
Attrited Customer,4,Less than $40K,Blue,35,4423,8935,0.569
Attrited Customer,1,Unknown,Blue,18,4377,8759,0.575
Existing Customer,4,$80K - $120K,Blue,35,3304,14565,0.762
Existing Customer,2,$80K - $120K,Blue,39,3742,16401,0.673
Attrited Customer,3,$40K - $60K,Blue,29,13589,9456,0.185
Attrited Customer,3,Unknown,Blue,47,14657,6009,0.172
Existing Customer,1,Less than $40K,Blue,28,4683,2010,0.537
Attrited Customer,2,Less than $40K,Blue,35,2806,1757,0.896
Attrited Customer,1,$60K - $80K,Blue,41,9904,1152,0.254
Existing Customer,4,Less than $40K,Blue,36,2984,8296,0.842
Existing Customer,1,Less than $40K,Blue,25,2835,4811,0.886
Existing Customer,3,$120K +,Blue,29,3491,4855,0.718
Existing Customer,0,$60K - $80K,Blue,53,4386,4064,0.571
Attrited Customer,4,Less than $40K,Blue,38,2616,2576,0.958
Existing Customer,3,$120K +,Blue,36,20741,1818,0.121
Existing Customer,0,$60K - $80K,Blue,54,2759,1650,0.906
Existing Customer,0,$60K - $80K,Blue,36,5444,4509,0.459
Existing Customer,1,$40K - $60K,Blue,34,4489,2153,0.556
Existing Customer,1,$80K - $120K,Blue,46,15554,2836,0.161
Existing Customer,1,Less than $40K,Blue,26,2652,3691,0.941
Existing Customer,3,Less than $40K,Blue,41,9947,14576,0.251
Existing Customer,3,Less than $40K,Blue,33,3025,4460,0.823
Existing Customer,4,Unknown,Blue,33,5802,3386,0.429
Existing Customer,3,Less than $40K,Blue,26,5325,13674,0.467
Existing Customer,3,$80K - $120K,Blue,49,11114,5044,0.223
Existing Customer,2,$60K - $80K,Blue,36,7577,1409,0.327
Attrited Customer,1,$60K - $80K,Blue,46,7547,5294,0.328
Existing Customer,1,$40K - $60K,Blue,36,3995,12575,0.62
Existing Customer,3,Unknown,Blue,37,7469,8213,0.331
Existing Customer,0,$40K - $60K,Blue,48,3361,4589,0.736
Existing Customer,4,$80K - $120K,Blue,40,4438,1725,0.557
Existing Customer,4,$40K - $60K,Blue,36,5654,15123,0.437
Existing Customer,2,$80K - $120K,Blue,24,4178,16216,0.59
Existing Customer,2,$120K +,Blue,28,3174,3140,0.776
Existing Customer,5,Unknown,Blue,36,26923,13643,0.091
Existing Customer,2,Less than $40K,Blue,37,9723,1258,0.253
Existing Customer,2,Less than $40K,Blue,28,3206,3852,0.767
Existing Customer,5,Less than $40K,Blue,38,3842,13598,0.64
Existing Customer,2,$40K - $60K,Blue,35,2784,4904,0.883
Existing Customer,1,Unknown,Blue,50,6673,4141,0.368
Existing Customer,3,Less than $40K,Blue,36,3147,4465,0.779
Existing Customer,1,$120K +,Blue,39,34516,7111,0.071
Attrited Customer,4,Less than $40K,Blue,36,2881,2450,0.85
Existing Customer,2,Less than $40K,Blue,16,2973,3769,0.823
Existing Customer,1,Less than $40K,Blue,35,2725,4965,0.897
Existing Customer,3,$40K - $60K,Blue,38,4195,4430,0.582
Existing Customer,3,Less than $40K,Blue,47,2609,1731,0.935
Existing Customer,2,$60K - $80K,Blue,36,4752,3946,0.513
Existing Customer,3,Less than $40K,Blue,39,3803,14397,0.641
Attrited Customer,3,$80K - $120K,Blue,37,7970,1263,0.305
Existing Customer,3,$120K +,Blue,47,19081,1536,0.127
Attrited Customer,1,$40K - $60K,Blue,36,2705,2602,0.898
Existing Customer,5,Less than $40K,Blue,39,3161,4307,0.767
Existing Customer,4,$40K - $60K,Blue,45,3369,5220,0.72
Existing Customer,1,Unknown,Blue,52,7427,4636,0.326
Existing Customer,2,$60K - $80K,Blue,28,2853,1750,0.848
Existing Customer,0,Less than $40K,Blue,13,3585,15656,0.675
Attrited Customer,1,Unknown,Silver,44,33004,10156,0.073
Existing Customer,3,Less than $40K,Blue,36,4224,1458,0.572
Existing Customer,3,Less than $40K,Blue,36,3542,4127,0.682
Existing Customer,1,$80K - $120K,Blue,37,27318,7481,0.088
Attrited Customer,3,Less than $40K,Blue,24,8256,8104,0.293
Existing Customer,1,$120K +,Blue,44,2821,1419,0.856
Existing Customer,2,$80K - $120K,Blue,36,3046,3153,0.793
Existing Customer,3,Less than $40K,Blue,35,3398,4509,0.711
Existing Customer,0,$80K - $120K,Blue,30,5302,4284,0.455
Existing Customer,0,$40K - $60K,Blue,40,2772,5313,0.871
Existing Customer,4,$80K - $120K,Blue,30,27720,8520,0.087
Existing Customer,1,Less than $40K,Blue,47,4905,15478,0.492
Existing Customer,5,Less than $40K,Blue,38,2799,4634,0.862
Existing Customer,3,$60K - $80K,Blue,36,2956,1896,0.816
Existing Customer,4,$60K - $80K,Blue,29,5735,3908,0.42
Existing Customer,2,Less than $40K,Blue,41,5616,3410,0.429
Attrited Customer,2,Less than $40K,Blue,36,2811,2245,0.855
Existing Customer,0,Less than $40K,Blue,56,2802,3887,0.858
Existing Customer,2,Unknown,Blue,45,5660,1932,0.424
Existing Customer,3,Less than $40K,Blue,36,6636,7023,0.362
Existing Customer,3,Less than $40K,Blue,50,3796,2069,0.631
Attrited Customer,2,$80K - $120K,Blue,54,2791,2658,0.858
Existing Customer,2,$40K - $60K,Blue,28,4468,4690,0.536
Existing Customer,2,Less than $40K,Blue,36,9505,3616,0.251
Existing Customer,0,Unknown,Blue,56,10509,1365,0.227
Existing Customer,1,Less than $40K,Blue,42,5822,1804,0.41
Existing Customer,3,$60K - $80K,Blue,32,21718,3492,0.11
Existing Customer,4,$40K - $60K,Blue,36,2652,5329,0.9
Existing Customer,2,$120K +,Blue,36,3390,4128,0.704
Attrited Customer,5,Less than $40K,Blue,36,2689,1941,0.887
Existing Customer,2,$40K - $60K,Blue,27,2901,3835,0.822
Existing Customer,2,Less than $40K,Blue,37,2934,3396,0.812
Existing Customer,2,Less than $40K,Blue,40,2419,4099,0.984
Existing Customer,2,$40K - $60K,Blue,26,3131,2315,0.76
Existing Customer,2,$40K - $60K,Blue,39,12214,8426,0.195
Existing Customer,1,$80K - $120K,Blue,36,3127,2292,0.76
Existing Customer,1,$60K - $80K,Blue,43,3110,3395,0.765
Existing Customer,1,$80K - $120K,Blue,19,9959,1560,0.239
Existing Customer,1,Less than $40K,Blue,38,2642,4780,0.9
Existing Customer,2,Less than $40K,Blue,36,5093,2341,0.467
Existing Customer,3,$80K - $120K,Blue,31,26303,3586,0.09
Existing Customer,2,Unknown,Blue,23,6729,2080,0.353
Existing Customer,4,$60K - $80K,Blue,42,8386,4101,0.283
Existing Customer,2,$80K - $120K,Blue,34,13587,4995,0.175
Existing Customer,3,$40K - $60K,Blue,36,3413,5029,0.695
Existing Customer,3,$80K - $120K,Blue,36,29738,14270,0.08
Existing Customer,3,Less than $40K,Blue,36,2802,1295,0.843
Existing Customer,4,$80K - $120K,Blue,36,30367,1671,0.078
Existing Customer,1,$40K - $60K,Blue,53,2880,1323,0.82
Existing Customer,2,Less than $40K,Blue,37,2427,4663,0.973
Existing Customer,3,$80K - $120K,Blue,36,9599,4754,0.245
Existing Customer,1,$40K - $60K,Blue,35,2985,1065,0.789
Attrited Customer,0,Less than $40K,Blue,38,2595,2526,0.907
Attrited Customer,0,$80K - $120K,Blue,50,12918,9138,0.182
Existing Customer,1,$40K - $60K,Blue,30,6469,1717,0.363
Existing Customer,1,$60K - $80K,Blue,27,4288,2591,0.548
Existing Customer,2,$60K - $80K,Blue,44,3318,4905,0.708
Existing Customer,3,$60K - $80K,Blue,36,11919,8257,0.197
