Visitor_Age,Visitor_Gender,Visitor_Nationality,Travel_Purpose,Group_Size,Accommodation_Type,Length_of_Stay_Days,Room_Type,Booking_Channel,Daily_Spending_SGD,Accommodation_Cost_SGD,Satisfaction_Rating,Service_Quality_Rating,Likelihood_to_Return,Visit_Date,Departure_Date,Season,Travel_With_Children,Special_Requests,Previous_Visits
52,Male,Australian,Transit,9,Hostel,29,Deluxe,Travel Agency,664.9,19282.1,2,4.5,None,2023-05-13,2023-06-11 00:00:00,Off-Peak,No,No,4
72,Female,American,Visiting Friends/Relatives,8,Serviced Apartment,28,Standard,Direct Booking,607.42,17007.76,4.9,3.6,None,2023-05-15,2023-06-12 00:00:00,Off-Peak,No,Yes,1
75,Female,Others,Business,8,Hostel,20,Standard,Travel Agency,310.99,6219.8,4.1,4.6,Moderate,2023-05-16,2023-06-05 00:00:00,Off-Peak,Yes,No,0
36,Male,Chinese,Visiting Friends/Relatives,7,Hostel,22,Standard,Travel Agency,566.79,12469.38,2.5,1.4,High,2023-05-17,2023-06-08 00:00:00,Peak,Yes,Yes,0
60,Male,Indian,Visiting Friends/Relatives,8,Private Home,3,Deluxe,Direct Booking,137.64,412.92,4.9,4.8,None,2023-05-18,2023-05-21 00:00:00,Peak,No,Yes,2
69,Female,Australian,Business,7,Hostel,16,Standard,Online,435.88,6974.08,1.5,3.2,Moderate,2023-05-19,2023-06-04 00:00:00,Peak,Yes,Yes,1
22,Male,British,Business,5,Others,4,Suite,Direct Booking,647.85,2591.4,1.2,2.9,None,2023-05-20,2023-05-24 00:00:00,Peak,Yes,Yes,3
61,Male,Australian,Visiting Friends/Relatives,7,Others,2,Suite,Direct Booking,950.18,1900.36,1.4,2.5,Moderate,2023-05-21,2023-05-23 00:00:00,Off-Peak,No,Yes,3
48,Female,Indian,Business,6,Serviced Apartment,6,Standard,Online,712.69,4276.14,4.3,2.4,Low,2023-05-22,2023-05-28 00:00:00,Off-Peak,No,Yes,1
23,Male,Others,Transit,5,Hotel,17,Deluxe,Online,184.75,3140.75,1.8,2.5,High,2023-05-23,2023-06-09 00:00:00,Peak,No,No,4
38,Male,British,Leisure,1,Others,25,Suite,Online,846.17,21154.25,2.3,4.9,Moderate,2023-05-24,2023-06-18 00:00:00,Peak,No,Yes,3
23,Male,Others,Business,5,Others,27,Deluxe,Online,147.63,3986.01,3.5,1.3,None,2023-05-25,2023-06-21 00:00:00,Off-Peak,No,No,0
49,Male,Chinese,Business,9,Hostel,28,Standard,Direct Booking,308.75,8645,1.5,2.2,Moderate,2023-05-27,2023-06-24 00:00:00,Off-Peak,No,No,4
34,Male,Indian,Business,3,Hostel,4,Deluxe,Travel Agency,162.8,651.2,1.1,4.1,None,2023-05-28,2023-06-01 00:00:00,Peak,No,Yes,3
42,Female,British,Business,9,Serviced Apartment,29,Standard,Travel Agency,531.98,15427.42,1.3,3.1,Low,2023-05-29,2023-06-27 00:00:00,Peak,No,No,2
22,Male,Australian,Business,2,Private Home,27,Deluxe,Travel Agency,211.49,5710.23,2,1.9,None,2023-05-30,2023-06-26 00:00:00,Peak,No,Yes,1
57,Male,Chinese,Leisure,5,Hostel,12,Suite,Travel Agency,608.57,7302.84,4.2,4.5,None,2023-05-31,2023-06-12 00:00:00,Off-Peak,No,No,1
65,Female,Others,Business,4,Hotel,20,Standard,Direct Booking,447.48,8949.6,4.5,4.3,Moderate,2023-06-01,2023-06-21 00:00:00,Peak,No,No,2
44,Male,Chinese,Business,8,Hotel,16,Standard,Direct Booking,474.28,7588.48,3.6,4.2,Moderate,2023-06-02,2023-06-18 00:00:00,Peak,No,Yes,2
78,Male,Indian,Leisure,1,Private Home,6,Standard,Direct Booking,251.57,1509.42,4.2,1.8,None,2023-06-03,2023-06-09 00:00:00,Off-Peak,No,Yes,3
49,Female,Chinese,Visiting Friends/Relatives,6,Serviced Apartment,29,Standard,Travel Agency,537.75,15594.75,3.3,4,High,2023-06-04,2023-07-03 00:00:00,Peak,Yes,No,1
21,Male,British,Visiting Friends/Relatives,9,Hotel,11,Suite,Travel Agency,937.45,10311.95,3.9,2.5,High,2023-06-05,2023-06-16 00:00:00,Off-Peak,No,No,2
48,Male,Chinese,Visiting Friends/Relatives,1,Hostel,28,Deluxe,Travel Agency,749.85,20995.8,3.5,2.1,Low,2023-06-07,2023-07-05 00:00:00,Peak,No,Yes,1
61,Female,American,Business,3,Others,16,Deluxe,Online,409.4,6550.4,4.5,1.7,High,2023-06-08,2023-06-24 00:00:00,Off-Peak,Yes,Yes,3
28,Female,Chinese,Leisure,6,Serviced Apartment,19,Deluxe,Travel Agency,850.36,16156.84,5,3.7,Moderate,2023-06-09,2023-06-28 00:00:00,Off-Peak,No,Yes,0
36,Female,Indian,Leisure,3,Hotel,4,Standard,Travel Agency,981.01,3924.04,2,2.6,Moderate,2023-06-10,2023-06-14 00:00:00,Off-Peak,Yes,Yes,4
31,Female,American,Business,2,Hostel,17,Standard,Online,699.11,11884.87,3.7,2.1,Moderate,2023-06-11,2023-06-28 00:00:00,Peak,Yes,Yes,3
50,Female,Others,Leisure,7,Others,29,Deluxe,Travel Agency,546.04,15835.16,4.5,3.7,None,2023-06-12,2023-07-11 00:00:00,Off-Peak,No,Yes,0
60,Female,British,Leisure,9,Private Home,26,Standard,Travel Agency,123.16,3202.16,4.5,2.2,None,2023-06-13,2023-07-09 00:00:00,Peak,Yes,Yes,3
56,Female,Australian,Visiting Friends/Relatives,2,Hostel,19,Standard,Travel Agency,843.55,16027.45,4.6,4.8,High,2023-06-14,2023-07-03 00:00:00,Peak,No,No,4
20,Female,Indian,Leisure,5,Hotel,29,Suite,Online,280.06,8121.74,3.8,3.8,Low,2023-06-15,2023-07-14 00:00:00,Peak,Yes,No,1
62,Male,Indian,Leisure,8,Others,4,Deluxe,Travel Agency,943.95,3775.8,1.4,4.9,None,2023-06-16,2023-06-20 00:00:00,Off-Peak,No,No,3
64,Female,Others,Transit,3,Hotel,5,Suite,Travel Agency,239.08,1195.4,3.7,3.4,Low,2023-06-17,2023-06-22 00:00:00,Peak,No,Yes,1
72,Female,Chinese,Business,1,Hostel,27,Standard,Direct Booking,522.81,14115.87,2.3,1.6,None,2023-06-19,2023-07-16 00:00:00,Off-Peak,No,No,1
78,Female,Indian,Business,4,Hotel,9,Deluxe,Online,335.25,3017.25,1.8,1.2,Low,2023-06-20,2023-06-29 00:00:00,Peak,No,Yes,4
26,Male,Australian,Visiting Friends/Relatives,1,Hotel,22,Standard,Direct Booking,872.5,19195,3.4,1.9,High,2023-06-21,2023-07-13 00:00:00,Peak,No,No,4
78,Male,British,Visiting Friends/Relatives,1,Hostel,16,Suite,Direct Booking,240.26,3844.16,1.6,2,High,2023-06-22,2023-07-08 00:00:00,Off-Peak,No,Yes,2
38,Female,British,Transit,3,Serviced Apartment,20,Deluxe,Online,267.94,5358.8,2.5,4.7,Moderate,2023-06-23,2023-07-13 00:00:00,Peak,No,No,3
40,Male,British,Leisure,4,Hotel,19,Deluxe,Direct Booking,455.45,8653.55,3.6,3.1,None,2023-06-24,2023-07-13 00:00:00,Peak,Yes,No,4
54,Female,Australian,Business,5,Hotel,19,Standard,Travel Agency,899.82,17096.58,3,4.6,Low,2023-06-25,2023-07-14 00:00:00,Peak,Yes,Yes,4
42,Male,Australian,Business,6,Others,14,Standard,Direct Booking,895.84,12541.76,1.9,4.7,Moderate,2023-06-26,2023-07-10 00:00:00,Off-Peak,Yes,Yes,1
47,Female,American,Business,1,Hostel,22,Standard,Direct Booking,169.62,3731.64,2,1.4,Low,2023-06-27,2023-07-19 00:00:00,Peak,No,Yes,0
19,Female,British,Visiting Friends/Relatives,4,Serviced Apartment,22,Suite,Travel Agency,890.43,19589.46,2.5,2.7,Moderate,2023-06-28,2023-07-20 00:00:00,Peak,Yes,No,1
58,Female,British,Visiting Friends/Relatives,2,Hotel,27,Deluxe,Travel Agency,466.72,12601.44,2.9,4.1,None,2023-06-30,2023-07-27 00:00:00,Peak,No,Yes,4
46,Female,American,Transit,3,Hostel,2,Deluxe,Direct Booking,270.28,540.56,3.1,2.7,Low,2023-07-01,2023-07-03 00:00:00,Peak,No,Yes,2
70,Male,British,Transit,2,Others,14,Deluxe,Online,825.81,11561.34,2.9,3.6,None,2023-07-02,2023-07-16 00:00:00,Peak,No,Yes,2
62,Female,Others,Business,5,Hostel,5,Suite,Direct Booking,869.54,4347.7,1.8,4,Moderate,2023-07-03,2023-07-08 00:00:00,Off-Peak,Yes,Yes,0
46,Female,British,Leisure,5,Hotel,17,Deluxe,Travel Agency,263.86,4485.62,2.3,2,Low,2023-07-04,2023-07-21 00:00:00,Off-Peak,Yes,Yes,3
33,Female,Indian,Transit,5,Serviced Apartment,24,Standard,Online,999.36,23984.64,2.5,1.6,None,2023-07-05,2023-07-29 00:00:00,Peak,Yes,Yes,0
49,Female,Australian,Transit,2,Hotel,24,Deluxe,Direct Booking,229.57,5509.68,3.7,2.2,Moderate,2023-07-06,2023-07-30 00:00:00,Off-Peak,No,No,3
53,Female,Chinese,Visiting Friends/Relatives,8,Others,2,Deluxe,Online,145.47,290.94,2.3,4.9,Low,2023-07-07,2023-07-09 00:00:00,Peak,Yes,Yes,2
72,Female,Australian,Visiting Friends/Relatives,2,Private Home,25,Suite,Travel Agency,166.61,4165.25,1.4,2.9,None,2023-07-08,2023-08-02 00:00:00,Peak,Yes,Yes,4
45,Female,American,Leisure,1,Private Home,8,Deluxe,Travel Agency,932.89,7463.12,4.9,2,Low,2023-07-09,2023-07-17 00:00:00,Peak,No,Yes,2
35,Female,Chinese,Visiting Friends/Relatives,2,Private Home,2,Standard,Direct Booking,88.93,177.86,3.2,3.5,Low,2023-07-10,2023-07-12 00:00:00,Off-Peak,Yes,Yes,1
60,Female,Australian,Leisure,8,Hotel,21,Suite,Online,375.07,7876.47,1.9,1.1,None,2023-07-12,2023-08-02 00:00:00,Peak,No,No,2
70,Female,Indian,Business,9,Others,22,Suite,Direct Booking,393.7,8661.4,2.4,2.7,High,2023-07-13,2023-08-04 00:00:00,Peak,No,No,3
21,Female,British,Visiting Friends/Relatives,6,Serviced Apartment,17,Deluxe,Online,790.05,13430.85,4.1,4.3,None,2023-07-14,2023-07-31 00:00:00,Off-Peak,No,Yes,4
52,Male,Indian,Leisure,7,Hotel,5,Deluxe,Online,808.06,4040.3,1.8,3.9,Low,2023-07-15,2023-07-20 00:00:00,Peak,Yes,No,1
18,Female,Others,Business,7,Hostel,9,Deluxe,Online,583.01,5247.09,4.4,2.8,Moderate,2023-07-16,2023-07-25 00:00:00,Peak,Yes,No,0
60,Female,Australian,Leisure,5,Private Home,20,Suite,Online,868.03,17360.6,4.7,3.7,High,2023-07-17,2023-08-06 00:00:00,Off-Peak,No,No,0
21,Female,Others,Transit,7,Serviced Apartment,6,Suite,Online,335.17,2011.02,3.7,4.4,None,2023-07-18,2023-07-24 00:00:00,Off-Peak,No,Yes,1
76,Female,Indian,Leisure,6,Hotel,13,Suite,Travel Agency,534.52,6948.76,1.1,1.7,None,2023-07-19,2023-08-01 00:00:00,Off-Peak,No,No,0
51,Male,British,Leisure,7,Hostel,1,Suite,Travel Agency,821,821,4.2,3.4,None,2023-07-20,2023-07-21 00:00:00,Peak,Yes,No,0
67,Female,Chinese,Transit,8,Hostel,18,Deluxe,Online,117.6,2116.8,1.3,3.9,High,2023-07-21,2023-08-08 00:00:00,Off-Peak,No,Yes,0
42,Female,British,Business,8,Hostel,4,Suite,Travel Agency,583.6,2334.4,3.5,3.3,None,2023-07-23,2023-07-27 00:00:00,Off-Peak,No,No,0
32,Male,Indian,Visiting Friends/Relatives,3,Hotel,28,Deluxe,Travel Agency,991.04,27749.12,4.8,3.6,High,2023-07-24,2023-08-21 00:00:00,Peak,Yes,Yes,0
28,Female,Chinese,Visiting Friends/Relatives,2,Hostel,23,Suite,Direct Booking,741.43,17052.89,2.7,3.7,High,2023-07-25,2023-08-17 00:00:00,Peak,Yes,No,4
78,Female,Chinese,Business,9,Others,27,Suite,Online,96.16,2596.32,4.8,3.6,Low,2023-07-26,2023-08-22 00:00:00,Peak,No,Yes,3
72,Male,American,Business,4,Hotel,12,Standard,Online,193.37,2320.44,4.2,1.4,Low,2023-07-27,2023-08-08 00:00:00,Off-Peak,No,Yes,1
34,Female,Others,Transit,3,Hotel,13,Suite,Travel Agency,671.82,8733.66,3.9,1.2,Moderate,2023-07-28,2023-08-10 00:00:00,Peak,Yes,Yes,2
31,Male,Others,Leisure,3,Others,6,Standard,Direct Booking,742.76,4456.56,1.4,1.9,Moderate,2023-07-29,2023-08-04 00:00:00,Off-Peak,No,Yes,4
37,Male,Australian,Business,5,Hostel,23,Suite,Travel Agency,875.61,20139.03,2.6,2,Moderate,2023-07-30,2023-08-22 00:00:00,Peak,Yes,Yes,3
72,Male,Others,Leisure,8,Others,4,Standard,Travel Agency,382.18,1528.72,1.5,2.6,Moderate,2023-07-31,2023-08-04 00:00:00,Off-Peak,Yes,Yes,2
45,Male,Indian,Transit,1,Serviced Apartment,24,Deluxe,Direct Booking,328.95,7894.8,3.7,4.7,Moderate,2023-08-01,2023-08-25 00:00:00,Off-Peak,No,Yes,2
31,Male,American,Leisure,5,Hostel,17,Suite,Online,604.09,10269.53,1.2,4.1,High,2023-08-02,2023-08-19 00:00:00,Peak,No,No,1
68,Male,Others,Transit,4,Hostel,19,Standard,Travel Agency,583.71,11090.49,3.6,4.2,Low,2023-08-04,2023-08-23 00:00:00,Off-Peak,No,Yes,2
42,Female,Indian,Leisure,1,Hostel,12,Deluxe,Online,85.97,1031.64,2.5,1.7,High,2023-08-05,2023-08-17 00:00:00,Off-Peak,Yes,No,2
25,Female,Chinese,Leisure,4,Hotel,7,Deluxe,Online,901.31,6309.17,4.4,1.9,Low,2023-08-06,2023-08-13 00:00:00,Off-Peak,No,No,3
26,Female,Others,Visiting Friends/Relatives,4,Hotel,18,Suite,Travel Agency,332.03,5976.54,2.7,4.1,High,2023-08-07,2023-08-25 00:00:00,Peak,Yes,No,2
69,Male,Indian,Visiting Friends/Relatives,5,Hostel,9,Standard,Direct Booking,857.13,7714.17,3.3,2.7,Moderate,2023-08-08,2023-08-17 00:00:00,Off-Peak,Yes,No,0
78,Male,American,Transit,8,Hotel,16,Suite,Online,971.71,15547.36,4.3,2.2,None,2023-08-09,2023-08-25 00:00:00,Peak,Yes,Yes,1
28,Male,Chinese,Visiting Friends/Relatives,4,Serviced Apartment,2,Standard,Travel Agency,938.34,1876.68,2,1.8,None,2023-08-10,2023-08-12 00:00:00,Peak,Yes,No,4
40,Female,American,Transit,6,Others,10,Suite,Travel Agency,675.97,6759.7,4.4,3.3,Low,2023-08-11,2023-08-21 00:00:00,Off-Peak,No,Yes,2
67,Female,British,Visiting Friends/Relatives,7,Hotel,2,Deluxe,Travel Agency,429.64,859.28,3.8,4.7,Low,2023-08-12,2023-08-14 00:00:00,Off-Peak,No,Yes,4
59,Female,Australian,Transit,6,Hostel,28,Suite,Online,282.35,7905.8,3.1,2.6,Low,2023-08-13,2023-09-10 00:00:00,Peak,Yes,No,4
74,Female,Indian,Transit,6,Hotel,26,Deluxe,Online,162.11,4214.86,3.6,1.4,Moderate,2023-08-15,2023-09-10 00:00:00,Off-Peak,Yes,Yes,1
53,Male,Chinese,Transit,4,Hotel,12,Deluxe,Travel Agency,330.19,3962.28,4,2.7,High,2023-08-16,2023-08-28 00:00:00,Off-Peak,No,Yes,4
39,Female,British,Transit,3,Others,21,Deluxe,Online,314.63,6607.23,4.1,4,Moderate,2023-08-17,2023-09-07 00:00:00,Peak,No,No,4
46,Female,Chinese,Transit,5,Hotel,20,Suite,Online,287.84,5756.8,2.4,1.4,None,2023-08-18,2023-09-07 00:00:00,Peak,No,No,3
47,Female,Indian,Business,2,Hotel,5,Standard,Direct Booking,841.55,4207.75,2,3.9,High,2023-08-19,2023-08-24 00:00:00,Peak,No,Yes,4
19,Male,Others,Visiting Friends/Relatives,7,Hotel,4,Suite,Travel Agency,897.36,3589.44,2.9,3.2,High,2023-08-20,2023-08-24 00:00:00,Peak,No,Yes,1
38,Male,Others,Business,4,Serviced Apartment,17,Standard,Travel Agency,541.55,9206.35,4.4,2.5,Moderate,2023-08-21,2023-09-07 00:00:00,Off-Peak,No,No,4
75,Male,British,Transit,4,Serviced Apartment,5,Deluxe,Online,457.06,2285.3,4.8,1.3,None,2023-08-22,2023-08-27 00:00:00,Off-Peak,Yes,Yes,2
64,Male,Chinese,Visiting Friends/Relatives,5,Others,2,Deluxe,Online,992.03,1984.06,4.4,1,Moderate,2023-08-23,2023-08-25 00:00:00,Off-Peak,Yes,Yes,3
42,Female,American,Visiting Friends/Relatives,1,Serviced Apartment,8,Standard,Direct Booking,720.61,5764.88,4.8,3,Moderate,2023-08-24,2023-09-01 00:00:00,Off-Peak,No,No,4
45,Male,British,Visiting Friends/Relatives,7,Hotel,14,Standard,Direct Booking,730.43,10226.02,2.9,4.2,Moderate,2023-08-25,2023-09-08 00:00:00,Off-Peak,No,No,3
68,Male,Indian,Business,3,Others,11,Deluxe,Travel Agency,584.13,6425.43,4.9,4.6,Low,2023-08-27,2023-09-07 00:00:00,Peak,No,Yes,0
32,Female,American,Transit,9,Hostel,17,Deluxe,Online,951.34,16172.78,4.3,4.7,Low,2023-08-28,2023-09-14 00:00:00,Peak,Yes,Yes,1
64,Male,Indian,Leisure,8,Hostel,1,Deluxe,Direct Booking,488.5,488.5,4,3,Low,2023-08-29,2023-08-30 00:00:00,Off-Peak,Yes,Yes,2
64,Female,Chinese,Business,9,Serviced Apartment,18,Standard,Travel Agency,749.13,13484.34,2.5,4.3,High,2023-08-30,2023-09-17 00:00:00,Off-Peak,Yes,No,4
76,Male,Others,Leisure,8,Hostel,27,Standard,Direct Booking,719.67,19431.09,4.6,3.7,None,2023-08-31,2023-09-27 00:00:00,Off-Peak,Yes,No,2
21,Female,Indian,Business,3,Others,8,Standard,Travel Agency,299.5,2396,4.1,1.6,High,2023-09-01,2023-09-09 00:00:00,Off-Peak,Yes,No,4
74,Female,Indian,Transit,9,Private Home,1,Deluxe,Direct Booking,747.43,747.43,2.2,1.9,Low,2023-09-02,2023-09-03 00:00:00,Peak,No,Yes,4
36,Male,Others,Leisure,6,Hostel,28,Standard,Online,934.83,26175.24,1.8,1.3,Low,2023-09-03,2023-10-01 00:00:00,Peak,Yes,Yes,3
23,Female,British,Transit,7,Hostel,19,Suite,Online,512.38,9735.22,3.9,2.2,Low,2023-09-04,2023-09-23 00:00:00,Peak,Yes,Yes,4
35,Female,American,Transit,8,Hotel,24,Standard,Online,225.36,5408.64,3.7,1.6,High,2023-09-05,2023-09-29 00:00:00,Peak,No,Yes,0
41,Female,British,Business,3,Others,20,Deluxe,Online,476.72,9534.4,1.8,1.4,None,2023-09-07,2023-09-27 00:00:00,Peak,No,No,1
50,Female,British,Visiting Friends/Relatives,8,Hostel,24,Standard,Direct Booking,402.83,9667.92,2,2.8,Moderate,2023-09-08,2023-10-02 00:00:00,Peak,Yes,Yes,0
75,Female,American,Transit,1,Hotel,12,Standard,Online,931.81,11181.72,1.8,1.9,High,2023-09-09,2023-09-21 00:00:00,Off-Peak,No,Yes,3
53,Male,Australian,Business,7,Serviced Apartment,8,Standard,Direct Booking,440.69,3525.52,2.4,1.2,Low,2023-09-10,2023-09-18 00:00:00,Off-Peak,No,Yes,0
37,Male,Indian,Business,3,Serviced Apartment,14,Standard,Travel Agency,564.64,7904.96,4.4,4.3,Low,2023-09-11,2023-09-25 00:00:00,Peak,No,Yes,4
57,Male,British,Visiting Friends/Relatives,8,Serviced Apartment,4,Standard,Direct Booking,266.38,1065.52,1.7,4.2,Low,2023-09-12,2023-09-16 00:00:00,Peak,Yes,No,2
70,Male,British,Transit,5,Hostel,11,Suite,Online,946.87,10415.57,1.5,4.4,High,2023-09-13,2023-09-24 00:00:00,Peak,No,No,2
37,Female,Indian,Transit,6,Others,22,Deluxe,Online,330.65,7274.3,3,3.2,Low,2023-09-14,2023-10-06 00:00:00,Peak,Yes,No,4
41,Male,American,Transit,3,Hostel,18,Standard,Direct Booking,993.5,17883,4.5,4.2,None,2023-09-15,2023-10-03 00:00:00,Peak,No,Yes,4
40,Male,British,Leisure,4,Hotel,4,Suite,Direct Booking,799.83,3199.32,1.8,4.6,High,2023-09-16,2023-09-20 00:00:00,Off-Peak,No,No,3
49,Male,American,Transit,7,Hostel,1,Deluxe,Travel Agency,388.21,388.21,2.6,3.6,None,2023-09-17,2023-09-18 00:00:00,Off-Peak,No,No,0
60,Male,American,Leisure,3,Others,29,Deluxe,Direct Booking,318.21,9228.09,2.8,1.5,Moderate,2023-09-19,2023-10-18 00:00:00,Off-Peak,No,No,1
64,Female,Chinese,Leisure,5,Private Home,18,Suite,Online,288.92,5200.56,4.2,1.2,High,2023-09-20,2023-10-08 00:00:00,Off-Peak,Yes,No,3
46,Female,Others,Business,5,Hotel,3,Standard,Direct Booking,688.48,2065.44,1.7,3.6,High,2023-09-21,2023-09-24 00:00:00,Peak,No,Yes,0
67,Male,British,Transit,9,Hotel,4,Suite,Travel Agency,62.94,251.76,3.7,1.9,Moderate,2023-09-22,2023-09-26 00:00:00,Peak,No,Yes,1
54,Male,Australian,Leisure,4,Private Home,9,Deluxe,Direct Booking,137.04,1233.36,3.6,2.5,High,2023-09-23,2023-10-02 00:00:00,Off-Peak,No,No,4
21,Male,Chinese,Visiting Friends/Relatives,6,Serviced Apartment,25,Deluxe,Travel Agency,296.41,7410.25,2.1,4.1,High,2023-09-24,2023-10-19 00:00:00,Off-Peak,Yes,No,1
29,Female,Others,Business,8,Serviced Apartment,19,Deluxe,Travel Agency,557.13,10585.47,3.3,3.6,Moderate,2023-09-25,2023-10-14 00:00:00,Off-Peak,No,No,4
61,Male,American,Business,2,Others,18,Standard,Online,271.94,4894.92,3.6,3.2,None,2023-09-26,2023-10-14 00:00:00,Off-Peak,Yes,No,2
43,Female,Others,Leisure,2,Others,18,Deluxe,Direct Booking,528.2,9507.6,4.8,2.1,Moderate,2023-09-27,2023-10-15 00:00:00,Peak,No,Yes,3
52,Male,Australian,Transit,4,Hostel,7,Suite,Travel Agency,885.87,6201.09,2.4,3.4,None,2023-09-28,2023-10-05 00:00:00,Off-Peak,No,Yes,0
40,Male,Others,Visiting Friends/Relatives,6,Private Home,19,Suite,Online,267.5,5082.5,2.6,3.8,High,2023-09-30,2023-10-19 00:00:00,Peak,No,Yes,4
27,Female,Chinese,Visiting Friends/Relatives,1,Hostel,19,Suite,Online,873.82,16602.58,1.2,4,Low,2023-10-01,2023-10-20 00:00:00,Peak,No,Yes,2
22,Female,Others,Visiting Friends/Relatives,7,Serviced Apartment,19,Deluxe,Travel Agency,308.33,5858.27,3.4,2.5,Low,2023-10-02,2023-10-21 00:00:00,Peak,No,Yes,3
43,Male,Chinese,Transit,9,Private Home,1,Standard,Direct Booking,133.83,133.83,4.4,3.5,High,2023-10-03,2023-10-04 00:00:00,Off-Peak,Yes,No,2
34,Male,Australian,Leisure,9,Serviced Apartment,22,Deluxe,Travel Agency,426.79,9389.38,4.3,1.4,High,2023-10-04,2023-10-26 00:00:00,Off-Peak,Yes,No,3
55,Female,American,Visiting Friends/Relatives,2,Hostel,17,Suite,Direct Booking,214.16,3640.72,4.2,1.3,Moderate,2023-10-05,2023-10-22 00:00:00,Off-Peak,No,No,1
33,Male,Australian,Leisure,8,Hotel,16,Suite,Travel Agency,201.89,3230.24,1.5,3.9,Low,2023-10-06,2023-10-22 00:00:00,Off-Peak,Yes,Yes,1
42,Female,American,Business,6,Hotel,4,Deluxe,Travel Agency,236.31,945.24,4.4,2.3,High,2023-10-07,2023-10-11 00:00:00,Peak,No,Yes,1
67,Male,Australian,Business,7,Private Home,12,Standard,Direct Booking,502.98,6035.76,4,4.2,None,2023-10-08,2023-10-20 00:00:00,Off-Peak,Yes,No,2
65,Female,Others,Visiting Friends/Relatives,5,Hotel,7,Standard,Online,59.09,413.63,2.1,2.7,High,2023-10-09,2023-10-16 00:00:00,Peak,No,Yes,3
31,Male,Australian,Transit,5,Serviced Apartment,16,Standard,Direct Booking,91.98,1471.68,1.1,4.3,High,2023-10-10,2023-10-26 00:00:00,Off-Peak,Yes,No,0
79,Male,Australian,Business,1,Hotel,26,Suite,Travel Agency,962.75,25031.5,1.6,4.8,High,2023-10-12,2023-11-07 00:00:00,Peak,Yes,No,0
27,Female,Chinese,Visiting Friends/Relatives,4,Serviced Apartment,22,Suite,Travel Agency,312,6864,1.1,1.4,Moderate,2023-10-13,2023-11-04 00:00:00,Off-Peak,Yes,No,1
35,Female,Australian,Leisure,7,Others,8,Deluxe,Online,81.29,650.32,4.6,2.6,None,2023-10-14,2023-10-22 00:00:00,Off-Peak,No,Yes,1
25,Male,American,Transit,5,Serviced Apartment,21,Deluxe,Online,228.85,4805.85,4,2.2,Moderate,2023-10-15,2023-11-05 00:00:00,Peak,No,No,4
62,Female,Indian,Leisure,2,Hotel,27,Deluxe,Travel Agency,898.85,24268.95,3.6,3.7,None,2023-10-16,2023-11-12 00:00:00,Peak,No,Yes,4
40,Female,Australian,Transit,2,Others,27,Standard,Direct Booking,760.05,20521.35,1.4,3.4,Moderate,2023-10-17,2023-11-13 00:00:00,Off-Peak,No,No,3
49,Male,Australian,Business,8,Hotel,29,Suite,Online,773.17,22421.93,1.1,1.6,None,2023-10-18,2023-11-16 00:00:00,Off-Peak,No,No,1
55,Female,Indian,Transit,9,Hostel,21,Deluxe,Direct Booking,310.04,6510.84,2.2,1.6,Low,2023-10-19,2023-11-09 00:00:00,Peak,Yes,Yes,0
26,Female,Indian,Leisure,4,Hostel,29,Standard,Online,158.27,4589.83,2.9,4.3,Moderate,2023-10-20,2023-11-18 00:00:00,Peak,No,Yes,0
70,Female,British,Leisure,9,Hostel,17,Standard,Direct Booking,918.7,15617.9,4,1.9,Moderate,2023-10-21,2023-11-07 00:00:00,Off-Peak,No,Yes,0
25,Male,American,Transit,3,Private Home,23,Standard,Direct Booking,133.3,3065.9,1.7,3.1,Moderate,2023-10-23,2023-11-15 00:00:00,Off-Peak,Yes,No,1
44,Male,American,Leisure,7,Private Home,2,Standard,Online,149.44,298.88,1.9,2.8,None,2023-10-24,2023-10-26 00:00:00,Off-Peak,Yes,No,1
38,Female,American,Transit,3,Hotel,28,Suite,Online,814.04,22793.12,5,2.1,None,2023-10-25,2023-11-22 00:00:00,Peak,Yes,No,1
76,Female,Others,Leisure,6,Private Home,1,Standard,Online,292.36,292.36,2.6,2,Low,2023-10-26,2023-10-27 00:00:00,Peak,Yes,Yes,3
31,Male,Others,Business,1,Private Home,11,Suite,Online,234.88,2583.68,3.8,2.2,None,2023-10-27,2023-11-07 00:00:00,Off-Peak,No,Yes,0
31,Female,British,Business,7,Hotel,8,Deluxe,Online,689.71,5517.68,3.8,2.8,Low,2023-10-28,2023-11-05 00:00:00,Peak,Yes,Yes,3
64,Male,British,Transit,4,Hostel,3,Standard,Online,979.36,2938.08,1.1,3.3,Low,2023-10-29,2023-11-01 00:00:00,Peak,Yes,No,1
36,Male,Chinese,Transit,2,Serviced Apartment,8,Standard,Direct Booking,185.49,1483.92,2.3,3.7,Moderate,2023-10-30,2023-11-07 00:00:00,Peak,Yes,Yes,2
65,Female,Chinese,Transit,2,Others,6,Standard,Online,665.08,3990.48,4.9,3,None,2023-10-31,2023-11-06 00:00:00,Peak,Yes,Yes,4
55,Male,Indian,Business,1,Hostel,4,Standard,Travel Agency,660.86,2643.44,1.1,3.9,High,2023-11-01,2023-11-05 00:00:00,Off-Peak,Yes,No,4
71,Female,Indian,Transit,9,Private Home,29,Suite,Direct Booking,502.93,14584.97,2,3.3,High,2023-11-02,2023-12-01 00:00:00,Peak,No,Yes,4
