Crime_Type,Incident_Date,Location,Report_Time,Weapon_Used,Victim_Age,Victim_Gender,Victim_Nationality,Offender_Age,Offender_Gender,Offender_Nationality,Previous_Offenses,Charges_Filed,Case_Outcome,Crime_Severity,Reported_to_Police,Public_Area,CCTV_Coverage,Community_Watch_Program
Others,2023-06-28 22:17:39,East,2023-06-28 22:54:39,Firearm,57,Male,Others,18,Male,Others,4,Yes,Acquitted,Major,No,No,Yes,No
Vandalism,2023-06-30 00:34:35,Central,2023-06-30 01:20:35,None,23,Female,Indian,76,Female,Indian,9,No,Acquitted,Major,No,No,No,Yes
Assault,2023-07-01 02:51:31,East,2023-07-01 03:26:31,Firearm,53,Female,Indonesian,70,Male,Singaporean,0,Yes,Dismissed,Major,Yes,Yes,No,No
Fraud,2023-07-02 05:08:28,South,2023-07-02 05:56:28,Knife,29,Male,Others,26,Male,Singaporean,2,Yes,Dismissed,Minor,No,Yes,No,Yes
Others,2023-07-03 07:25:24,East,2023-07-03 07:48:24,Other,56,Female,Indian,72,Male,Indonesian,5,Yes,Convicted,Moderate,No,No,No,Yes
Drug Offense,2023-07-04 09:42:20,South,2023-07-04 09:57:20,Other,45,Male,Singaporean,44,Female,Malaysian,1,Yes,Dismissed,Minor,Yes,Yes,Yes,No
Theft,2023-07-05 11:59:16,East,2023-07-05 12:57:16,None,61,Female,Indian,72,Female,Indian,0,Yes,Dismissed,Major,Yes,No,No,Yes
Assault,2023-07-06 14:16:12,Central,2023-07-06 14:17:12,Firearm,36,Female,Malaysian,33,Male,Malaysian,2,No,Acquitted,Major,Yes,Yes,No,Yes
Drug Offense,2023-07-07 16:33:09,North,2023-07-07 16:58:09,Other,58,Female,Malaysian,41,Male,Singaporean,9,Yes,Dismissed,Major,Yes,Yes,No,No
Assault,2023-07-08 18:50:05,East,2023-07-08 19:15:05,None,39,Male,Singaporean,75,Female,Indonesian,8,Yes,Acquitted,Major,Yes,No,No,Yes
Drug Offense,2023-07-09 21:07:01,North,2023-07-09 21:47:01,Firearm,49,Male,Indian,37,Female,Others,6,Yes,Pending,Moderate,Yes,No,Yes,No
Burglary,2023-07-10 23:23:57,West,2023-07-11 00:07:57,None,40,Male,Singaporean,71,Male,Singaporean,7,Yes,Convicted,Minor,Yes,Yes,No,Yes
Fraud,2023-07-12 01:40:54,South,2023-07-12 02:27:54,Firearm,35,Male,Indian,53,Male,Indian,7,No,Convicted,Major,No,No,Yes,Yes
Vandalism,2023-07-13 03:57:50,West,2023-07-13 04:50:50,Knife,42,Male,Indonesian,70,Male,Malaysian,1,No,Pending,Major,No,Yes,Yes,No
Theft,2023-07-14 06:14:46,North,2023-07-14 06:22:46,Other,74,Male,Others,59,Female,Singaporean,3,Yes,Convicted,Minor,Yes,Yes,Yes,Yes
Burglary,2023-07-15 08:31:42,East,2023-07-15 08:56:42,Firearm,38,Female,Malaysian,61,Male,Indian,8,Yes,Pending,Moderate,Yes,No,No,Yes
Drug Offense,2023-07-16 10:48:38,East,2023-07-16 10:59:38,Knife,44,Male,Indian,25,Female,Indian,9,No,Dismissed,Minor,Yes,Yes,Yes,No
Fraud,2023-07-17 13:05:35,West,2023-07-17 13:58:35,Firearm,45,Female,Indonesian,74,Male,Singaporean,4,Yes,Acquitted,Minor,Yes,Yes,Yes,Yes
Theft,2023-07-18 15:22:31,South,2023-07-18 15:55:31,None,34,Male,Indonesian,22,Female,Indonesian,6,Yes,Dismissed,Minor,Yes,Yes,No,Yes
Drug Offense,2023-07-19 17:39:27,West,2023-07-19 18:04:27,Firearm,78,Female,Indonesian,27,Female,Singaporean,1,Yes,Dismissed,Minor,Yes,Yes,No,Yes
Fraud,2023-07-20 19:56:23,North,2023-07-20 20:07:23,Other,62,Male,Malaysian,28,Female,Others,9,No,Pending,Major,Yes,Yes,Yes,Yes
Assault,2023-07-21 22:13:20,Central,2023-07-21 23:06:20,None,74,Female,Others,68,Female,Indian,6,No,Dismissed,Major,Yes,No,Yes,Yes
Vandalism,2023-07-23 00:30:16,West,2023-07-23 01:06:16,None,31,Male,Others,50,Male,Malaysian,7,No,Acquitted,Moderate,No,No,Yes,No
Others,2023-07-24 02:47:12,East,2023-07-24 03:15:12,Firearm,47,Male,Singaporean,67,Female,Others,9,Yes,Pending,Moderate,Yes,Yes,No,Yes
Theft,2023-07-25 05:04:08,South,2023-07-25 05:55:08,None,62,Female,Indonesian,75,Male,Indonesian,3,Yes,Dismissed,Minor,No,No,Yes,Yes
Drug Offense,2023-07-26 07:21:04,West,2023-07-26 08:12:04,Other,70,Female,Indonesian,73,Female,Indian,0,Yes,Pending,Moderate,Yes,Yes,Yes,No
Assault,2023-07-27 09:38:01,West,2023-07-27 09:55:01,Knife,74,Female,Singaporean,48,Male,Singaporean,2,Yes,Convicted,Major,No,No,Yes,No
Fraud,2023-07-28 11:54:57,West,2023-07-28 12:05:57,None,75,Male,Others,19,Female,Indonesian,4,Yes,Pending,Minor,No,Yes,Yes,No
Burglary,2023-07-29 14:11:53,North,2023-07-29 14:14:53,Other,32,Female,Singaporean,48,Female,Indian,3,Yes,Dismissed,Moderate,No,No,Yes,No
Fraud,2023-07-30 16:28:49,South,2023-07-30 17:01:49,None,48,Female,Singaporean,74,Male,Indonesian,8,No,Dismissed,Minor,No,Yes,No,No
Others,2023-07-31 18:45:45,South,2023-07-31 19:38:45,None,74,Male,Indonesian,67,Female,Malaysian,7,Yes,Acquitted,Moderate,Yes,Yes,No,No
Assault,2023-08-01 21:02:42,South,2023-08-01 21:21:42,Other,22,Female,Indonesian,66,Male,Malaysian,7,No,Acquitted,Moderate,Yes,Yes,Yes,No
Drug Offense,2023-08-02 23:19:38,South,2023-08-02 23:55:38,Firearm,54,Male,Singaporean,44,Female,Others,1,Yes,Dismissed,Moderate,Yes,Yes,Yes,Yes
Assault,2023-08-04 01:36:34,East,2023-08-04 01:45:34,None,18,Male,Singaporean,43,Male,Indonesian,2,No,Convicted,Moderate,No,Yes,No,Yes
Theft,2023-08-05 03:53:30,West,2023-08-05 04:35:30,Other,39,Male,Indian,53,Female,Singaporean,7,No,Acquitted,Major,No,Yes,Yes,No
Drug Offense,2023-08-06 06:10:27,East,2023-08-06 06:27:27,Firearm,24,Female,Singaporean,75,Male,Others,7,Yes,Pending,Moderate,Yes,No,No,No
Burglary,2023-08-07 08:27:23,East,2023-08-07 08:44:23,Firearm,42,Male,Singaporean,54,Female,Indian,2,No,Dismissed,Moderate,Yes,Yes,No,No
Assault,2023-08-08 10:44:19,West,2023-08-08 11:38:19,Firearm,24,Female,Malaysian,54,Female,Others,7,No,Acquitted,Minor,No,No,No,Yes
Assault,2023-08-09 13:01:15,West,2023-08-09 13:07:15,Other,78,Female,Indonesian,65,Female,Others,5,No,Pending,Major,No,Yes,No,No
Drug Offense,2023-08-10 15:18:11,North,2023-08-10 15:28:11,Knife,33,Male,Others,78,Male,Indian,7,Yes,Convicted,Moderate,No,Yes,No,Yes
Fraud,2023-08-11 17:35:08,South,2023-08-11 17:41:08,Firearm,72,Male,Singaporean,50,Male,Singaporean,3,No,Pending,Major,No,No,Yes,Yes
Others,2023-08-12 19:52:04,East,2023-08-12 20:20:04,Knife,67,Male,Malaysian,33,Female,Singaporean,5,No,Dismissed,Major,No,No,No,No
Theft,2023-08-13 22:09:00,East,2023-08-13 22:50:00,Other,71,Male,Singaporean,49,Female,Others,9,No,Acquitted,Major,No,Yes,Yes,Yes
Assault,2023-08-15 00:25:56,Central,2023-08-15 00:40:56,None,33,Male,Indian,22,Female,Singaporean,2,No,Acquitted,Major,No,Yes,Yes,No
Drug Offense,2023-08-16 02:42:52,East,2023-08-16 03:03:52,Knife,29,Male,Indian,40,Female,Singaporean,2,Yes,Pending,Minor,Yes,Yes,Yes,Yes
Theft,2023-08-17 04:59:49,South,2023-08-17 05:28:49,Other,61,Male,Singaporean,51,Female,Malaysian,5,Yes,Acquitted,Moderate,No,No,Yes,Yes
Fraud,2023-08-18 07:16:45,Central,2023-08-18 08:05:45,None,65,Male,Indonesian,63,Male,Others,6,Yes,Acquitted,Major,No,Yes,Yes,No
Drug Offense,2023-08-19 09:33:41,East,2023-08-19 09:55:41,Other,23,Female,Singaporean,50,Female,Malaysian,2,Yes,Dismissed,Minor,Yes,Yes,No,Yes
Fraud,2023-08-20 11:50:37,North,2023-08-20 12:37:37,None,31,Female,Singaporean,20,Female,Others,7,No,Convicted,Major,No,Yes,No,Yes
Burglary,2023-08-21 14:07:34,South,2023-08-21 14:49:34,None,51,Male,Indonesian,79,Female,Indian,6,Yes,Convicted,Moderate,No,Yes,No,Yes
Others,2023-08-22 16:24:30,East,2023-08-22 17:00:30,None,61,Male,Others,63,Female,Indian,4,No,Pending,Minor,No,Yes,Yes,No
Drug Offense,2023-08-23 18:41:26,South,2023-08-23 19:21:26,Other,38,Female,Others,36,Male,Indian,4,Yes,Acquitted,Moderate,No,No,Yes,No
Assault,2023-08-24 20:58:22,Central,2023-08-24 21:44:22,Other,40,Male,Singaporean,47,Male,Malaysian,8,No,Dismissed,Minor,Yes,Yes,Yes,Yes
Theft,2023-08-25 23:15:18,South,2023-08-25 23:56:18,None,64,Male,Indonesian,72,Male,Others,9,Yes,Pending,Minor,Yes,Yes,Yes,No
Others,2023-08-27 01:32:15,West,2023-08-27 02:19:15,Firearm,68,Female,Indian,30,Female,Indonesian,7,Yes,Convicted,Major,Yes,No,Yes,No
Burglary,2023-08-28 03:49:11,Central,2023-08-28 03:54:11,Other,69,Female,Indonesian,76,Male,Malaysian,8,No,Acquitted,Minor,Yes,No,No,No
Burglary,2023-08-29 06:06:07,South,2023-08-29 06:39:07,Other,46,Female,Indian,30,Male,Indian,1,No,Acquitted,Minor,Yes,No,Yes,Yes
Fraud,2023-08-30 08:23:03,North,2023-08-30 08:56:03,None,36,Female,Indian,32,Male,Malaysian,9,No,Convicted,Minor,No,Yes,No,No
Drug Offense,2023-08-31 10:40:00,South,2023-08-31 11:36:00,Other,79,Male,Indian,45,Male,Indian,1,No,Convicted,Major,Yes,Yes,Yes,No
Theft,2023-09-01 12:56:56,South,2023-09-01 13:50:56,None,65,Female,Malaysian,29,Female,Indonesian,2,Yes,Acquitted,Major,No,Yes,No,No
Drug Offense,2023-09-02 15:13:52,North,2023-09-02 15:57:52,None,77,Female,Indonesian,40,Male,Indian,4,Yes,Acquitted,Major,No,No,No,Yes
Burglary,2023-09-03 17:30:48,North,2023-09-03 17:38:48,None,27,Male,Others,24,Female,Indian,8,Yes,Pending,Minor,Yes,Yes,Yes,No
Fraud,2023-09-04 19:47:44,East,2023-09-04 20:06:44,Other,71,Female,Malaysian,24,Male,Singaporean,8,Yes,Acquitted,Minor,No,No,Yes,No
Fraud,2023-09-05 22:04:41,North,2023-09-05 22:08:41,Firearm,20,Female,Indonesian,79,Male,Others,4,Yes,Acquitted,Major,No,No,Yes,No
Fraud,2023-09-07 00:21:37,Central,2023-09-07 00:59:37,Knife,21,Female,Indonesian,40,Male,Indonesian,2,Yes,Pending,Major,Yes,No,Yes,No
Vandalism,2023-09-08 02:38:33,Central,2023-09-08 03:16:33,Firearm,65,Male,Indonesian,64,Male,Singaporean,8,No,Dismissed,Major,Yes,No,No,Yes
Drug Offense,2023-09-09 04:55:29,West,2023-09-09 05:06:29,Knife,39,Male,Others,56,Male,Indonesian,7,No,Convicted,Minor,Yes,No,No,No
Others,2023-09-10 07:12:25,Central,2023-09-10 07:58:25,Other,78,Female,Others,35,Male,Indonesian,7,No,Pending,Major,No,No,No,Yes
Fraud,2023-09-11 09:29:22,North,2023-09-11 09:44:22,Other,50,Female,Others,60,Female,Singaporean,8,Yes,Pending,Major,Yes,Yes,No,Yes
Assault,2023-09-12 11:46:18,East,2023-09-12 12:03:18,None,19,Female,Others,70,Male,Singaporean,2,Yes,Pending,Moderate,Yes,Yes,Yes,Yes
Theft,2023-09-13 14:03:14,East,2023-09-13 14:20:14,Other,55,Male,Singaporean,26,Male,Others,8,No,Acquitted,Moderate,No,No,Yes,Yes
Fraud,2023-09-14 16:20:10,South,2023-09-14 16:48:10,Other,66,Female,Singaporean,52,Male,Indian,8,No,Acquitted,Major,Yes,No,Yes,Yes
Drug Offense,2023-09-15 18:37:07,East,2023-09-15 19:06:07,None,49,Male,Singaporean,38,Male,Others,0,No,Dismissed,Moderate,Yes,Yes,Yes,No
Others,2023-09-16 20:54:03,South,2023-09-16 21:17:03,Other,74,Male,Indonesian,19,Male,Others,5,Yes,Pending,Minor,No,Yes,Yes,Yes
Others,2023-09-17 23:10:59,North,2023-09-17 23:47:59,Knife,20,Male,Singaporean,30,Female,Malaysian,9,Yes,Acquitted,Moderate,No,No,Yes,Yes
Assault,2023-09-19 01:27:55,East,2023-09-19 02:00:55,None,26,Male,Others,68,Female,Indian,6,Yes,Acquitted,Minor,No,Yes,No,No
Burglary,2023-09-20 03:44:51,West,2023-09-20 04:42:51,Other,22,Female,Others,54,Male,Malaysian,1,Yes,Dismissed,Moderate,Yes,Yes,Yes,Yes
Assault,2023-09-21 06:01:48,South,2023-09-21 07:00:48,Knife,38,Male,Malaysian,39,Male,Indonesian,8,No,Acquitted,Minor,Yes,No,No,Yes
Others,2023-09-22 08:18:44,North,2023-09-22 08:41:44,None,34,Female,Others,67,Female,Singaporean,0,Yes,Dismissed,Minor,No,No,Yes,Yes
Fraud,2023-09-23 10:35:40,South,2023-09-23 11:00:40,Other,43,Male,Indonesian,29,Female,Singaporean,2,Yes,Convicted,Major,No,No,No,No
Assault,2023-09-24 12:52:36,West,2023-09-24 13:19:36,Firearm,56,Female,Indonesian,38,Female,Singaporean,1,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Drug Offense,2023-09-25 15:09:32,East,2023-09-25 15:22:32,Knife,52,Male,Singaporean,20,Male,Others,7,Yes,Pending,Moderate,No,No,Yes,No
Vandalism,2023-09-26 17:26:29,North,2023-09-26 17:53:29,Other,29,Female,Singaporean,32,Female,Others,7,Yes,Dismissed,Major,Yes,No,Yes,Yes
Theft,2023-09-27 19:43:25,Central,2023-09-27 20:42:25,Firearm,37,Female,Indonesian,76,Female,Indonesian,6,No,Acquitted,Major,Yes,No,Yes,Yes
Others,2023-09-28 22:00:21,South,2023-09-28 22:15:21,None,63,Female,Indian,34,Female,Malaysian,1,No,Convicted,Minor,No,No,No,Yes
Fraud,2023-09-30 00:17:17,North,2023-09-30 00:25:17,None,71,Female,Indian,66,Female,Others,9,No,Dismissed,Major,No,Yes,No,No
Others,2023-10-01 02:34:14,North,2023-10-01 03:22:14,Knife,24,Male,Indonesian,65,Female,Indonesian,2,Yes,Acquitted,Moderate,No,Yes,No,Yes
Fraud,2023-10-02 04:51:10,East,2023-10-02 05:02:10,Knife,77,Male,Indonesian,72,Female,Others,0,Yes,Pending,Moderate,Yes,No,No,No
Burglary,2023-10-03 07:08:06,Central,2023-10-03 07:14:06,Other,55,Male,Indian,40,Male,Others,2,No,Acquitted,Moderate,Yes,Yes,No,No
Drug Offense,2023-10-04 09:25:02,South,2023-10-04 10:13:02,Other,70,Male,Indonesian,56,Female,Others,4,Yes,Acquitted,Moderate,Yes,Yes,No,Yes
Assault,2023-10-05 11:41:58,East,2023-10-05 11:43:58,Other,31,Female,Indonesian,52,Male,Singaporean,7,No,Pending,Moderate,Yes,Yes,No,Yes
Drug Offense,2023-10-06 13:58:55,North,2023-10-06 14:26:55,Knife,59,Female,Malaysian,75,Male,Indian,9,No,Pending,Major,No,No,No,Yes
Vandalism,2023-10-07 16:15:51,South,2023-10-07 16:42:51,Other,28,Male,Others,18,Female,Malaysian,3,No,Pending,Moderate,Yes,Yes,Yes,No
Vandalism,2023-10-08 18:32:47,East,2023-10-08 19:10:47,None,72,Female,Others,77,Male,Indian,7,No,Dismissed,Minor,No,No,Yes,Yes
Fraud,2023-10-09 20:49:43,North,2023-10-09 21:43:43,Knife,36,Male,Indonesian,62,Male,Indonesian,3,No,Dismissed,Minor,No,Yes,Yes,Yes
Fraud,2023-10-10 23:06:40,North,2023-10-10 23:41:40,Other,74,Female,Malaysian,18,Female,Indonesian,9,No,Dismissed,Minor,No,No,No,Yes
Others,2023-10-12 01:23:36,Central,2023-10-12 02:04:36,Knife,34,Male,Indian,72,Male,Others,2,No,Pending,Moderate,Yes,No,No,No
Drug Offense,2023-10-13 03:40:32,South,2023-10-13 04:04:32,Firearm,24,Male,Indonesian,33,Female,Malaysian,7,Yes,Convicted,Minor,Yes,Yes,No,No
Fraud,2023-10-14 05:57:28,North,2023-10-14 06:44:28,Firearm,72,Female,Indonesian,25,Female,Indonesian,9,No,Convicted,Moderate,No,Yes,No,No
Vandalism,2023-10-15 08:14:24,East,2023-10-15 08:20:24,Other,65,Female,Indonesian,67,Male,Singaporean,6,Yes,Convicted,Moderate,No,Yes,No,Yes
Vandalism,2023-10-16 10:31:21,South,2023-10-16 11:14:21,None,36,Female,Others,59,Female,Singaporean,2,No,Convicted,Moderate,No,Yes,Yes,Yes
Fraud,2023-10-17 12:48:17,North,2023-10-17 13:21:17,None,55,Female,Malaysian,19,Female,Others,1,No,Pending,Minor,Yes,No,No,No
Others,2023-10-18 15:05:13,West,2023-10-18 15:31:13,Firearm,58,Female,Indonesian,79,Male,Malaysian,1,Yes,Dismissed,Moderate,Yes,Yes,Yes,Yes
Burglary,2023-10-19 17:22:09,Central,2023-10-19 17:41:09,Other,62,Female,Malaysian,45,Female,Singaporean,1,No,Dismissed,Major,No,Yes,No,Yes
Others,2023-10-20 19:39:05,Central,2023-10-20 20:01:05,Other,58,Male,Indian,23,Female,Indian,2,No,Convicted,Moderate,Yes,Yes,Yes,No
Assault,2023-10-21 21:56:02,North,2023-10-21 22:45:02,Other,28,Female,Indonesian,19,Female,Others,5,Yes,Dismissed,Minor,Yes,No,No,No
Theft,2023-10-23 00:12:58,South,2023-10-23 00:26:58,Firearm,74,Male,Indonesian,31,Male,Others,0,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Fraud,2023-10-24 02:29:54,West,2023-10-24 03:26:54,Other,38,Female,Indian,45,Male,Indian,4,No,Acquitted,Major,No,Yes,Yes,No
Theft,2023-10-25 04:46:50,Central,2023-10-25 04:58:50,None,79,Male,Indonesian,72,Male,Others,3,No,Dismissed,Minor,No,No,Yes,No
Drug Offense,2023-10-26 07:03:47,Central,2023-10-26 07:51:47,Other,50,Male,Indian,76,Male,Malaysian,8,No,Dismissed,Moderate,Yes,Yes,No,No
Assault,2023-10-27 09:20:43,West,2023-10-27 09:23:43,None,56,Female,Malaysian,60,Female,Others,2,No,Dismissed,Minor,Yes,No,No,No
Assault,2023-10-28 11:37:39,Central,2023-10-28 12:10:39,None,74,Female,Malaysian,52,Female,Singaporean,4,Yes,Dismissed,Moderate,No,No,Yes,Yes
Drug Offense,2023-10-29 13:54:35,South,2023-10-29 14:30:35,Other,41,Male,Singaporean,77,Male,Singaporean,1,Yes,Acquitted,Minor,Yes,Yes,Yes,No
Others,2023-10-30 16:11:31,Central,2023-10-30 16:44:31,Other,60,Female,Singaporean,27,Male,Indian,2,Yes,Acquitted,Moderate,No,Yes,Yes,No
Burglary,2023-10-31 18:28:28,Central,2023-10-31 19:21:28,Knife,78,Female,Malaysian,52,Female,Indonesian,7,No,Convicted,Major,Yes,No,Yes,Yes
Drug Offense,2023-11-01 20:45:24,West,2023-11-01 21:36:24,Other,65,Male,Others,58,Male,Malaysian,9,No,Pending,Moderate,No,Yes,Yes,No
Assault,2023-11-02 23:02:20,East,2023-11-02 23:32:20,None,54,Female,Singaporean,45,Male,Malaysian,9,Yes,Acquitted,Moderate,Yes,Yes,Yes,No
Drug Offense,2023-11-04 01:19:16,South,2023-11-04 01:23:16,None,77,Female,Malaysian,59,Female,Others,7,No,Convicted,Major,No,No,Yes,No
Vandalism,2023-11-05 03:36:12,South,2023-11-05 04:32:12,Knife,47,Male,Indonesian,29,Female,Malaysian,6,No,Acquitted,Minor,Yes,Yes,No,No
Others,2023-11-06 05:53:09,Central,2023-11-06 05:56:09,Knife,57,Male,Singaporean,61,Female,Indian,7,No,Acquitted,Moderate,Yes,Yes,No,Yes
Others,2023-11-07 08:10:05,West,2023-11-07 08:40:05,Knife,43,Male,Others,29,Male,Singaporean,6,No,Pending,Moderate,No,No,Yes,No
Assault,2023-11-08 10:27:01,East,2023-11-08 11:15:01,None,47,Female,Indonesian,60,Female,Malaysian,6,No,Acquitted,Minor,No,No,No,No
Others,2023-11-09 12:43:57,West,2023-11-09 13:30:57,Knife,49,Female,Malaysian,61,Male,Singaporean,2,Yes,Dismissed,Minor,No,Yes,No,Yes
Burglary,2023-11-10 15:00:54,Central,2023-11-10 15:01:54,Other,18,Female,Indonesian,33,Male,Indian,1,Yes,Convicted,Minor,No,Yes,Yes,No
Others,2023-11-11 17:17:50,East,2023-11-11 18:02:50,Firearm,57,Female,Others,60,Female,Singaporean,5,Yes,Acquitted,Minor,Yes,Yes,No,No
Drug Offense,2023-11-12 19:34:46,South,2023-11-12 20:12:46,Other,56,Male,Indonesian,76,Male,Singaporean,1,Yes,Pending,Major,No,Yes,Yes,No
Assault,2023-11-13 21:51:42,West,2023-11-13 22:15:42,Other,26,Female,Others,22,Male,Others,7,No,Acquitted,Moderate,No,No,Yes,No
Theft,2023-11-15 00:08:38,East,2023-11-15 00:16:38,Other,74,Female,Others,71,Male,Indonesian,3,Yes,Pending,Moderate,No,No,Yes,No
Fraud,2023-11-16 02:25:35,East,2023-11-16 03:21:35,None,21,Female,Singaporean,68,Male,Malaysian,5,Yes,Convicted,Moderate,No,No,Yes,No
Others,2023-11-17 04:42:31,West,2023-11-17 05:41:31,Firearm,77,Male,Indonesian,66,Male,Indian,4,Yes,Dismissed,Minor,Yes,Yes,Yes,Yes
Fraud,2023-11-18 06:59:27,East,2023-11-18 07:05:27,Firearm,21,Female,Malaysian,77,Male,Indonesian,6,Yes,Pending,Moderate,No,Yes,No,Yes
Drug Offense,2023-11-19 09:16:23,East,2023-11-19 10:15:23,Other,19,Female,Others,27,Male,Malaysian,3,No,Dismissed,Moderate,Yes,Yes,No,No
Others,2023-11-20 11:33:20,Central,2023-11-20 12:22:20,None,60,Male,Indonesian,31,Male,Singaporean,4,Yes,Pending,Moderate,No,No,No,No
Others,2023-11-21 13:50:16,East,2023-11-21 14:42:16,Other,77,Female,Malaysian,68,Female,Indian,2,Yes,Convicted,Minor,No,Yes,No,Yes
Burglary,2023-11-22 16:07:12,South,2023-11-22 16:53:12,None,44,Female,Indian,76,Male,Indian,4,Yes,Pending,Moderate,No,No,No,Yes
Theft,2023-11-23 18:24:08,East,2023-11-23 18:43:08,Knife,35,Female,Singaporean,69,Female,Indian,2,Yes,Pending,Major,Yes,No,No,Yes
Assault,2023-11-24 20:41:04,South,2023-11-24 21:16:04,Other,30,Female,Singaporean,44,Female,Singaporean,3,No,Pending,Minor,Yes,No,Yes,No
Assault,2023-11-25 22:58:01,East,2023-11-25 23:35:01,Knife,38,Female,Indonesian,23,Female,Others,0,Yes,Acquitted,Moderate,Yes,No,No,Yes
Assault,2023-11-27 01:14:57,East,2023-11-27 01:18:57,Other,58,Male,Singaporean,74,Female,Singaporean,7,Yes,Acquitted,Minor,Yes,No,No,Yes
Drug Offense,2023-11-28 03:31:53,East,2023-11-28 03:50:53,Firearm,60,Female,Others,70,Female,Indonesian,1,No,Dismissed,Major,No,Yes,Yes,Yes
Drug Offense,2023-11-29 05:48:49,East,2023-11-29 06:44:49,Knife,67,Female,Indian,70,Female,Indian,8,No,Dismissed,Minor,No,Yes,No,Yes
Drug Offense,2023-11-30 08:05:45,West,2023-11-30 08:51:45,Knife,51,Female,Singaporean,41,Female,Indonesian,9,Yes,Convicted,Major,Yes,No,Yes,Yes
Burglary,2023-12-01 10:22:42,West,2023-12-01 10:51:42,Other,35,Male,Indonesian,78,Male,Indian,6,Yes,Acquitted,Minor,No,Yes,No,No
Drug Offense,2023-12-02 12:39:38,Central,2023-12-02 13:19:38,Other,23,Male,Indian,62,Male,Malaysian,7,Yes,Pending,Minor,No,No,Yes,Yes
Vandalism,2023-12-03 14:56:34,West,2023-12-03 14:58:34,Other,44,Male,Indian,28,Male,Malaysian,8,No,Dismissed,Minor,No,Yes,Yes,No
Others,2023-12-04 17:13:30,Central,2023-12-04 18:01:30,Firearm,38,Female,Malaysian,21,Female,Malaysian,6,No,Dismissed,Moderate,Yes,Yes,Yes,No
Drug Offense,2023-12-05 19:30:27,Central,2023-12-05 20:22:27,Firearm,32,Female,Malaysian,47,Male,Malaysian,7,No,Convicted,Moderate,Yes,No,Yes,No
Burglary,2023-12-06 21:47:23,West,2023-12-06 22:43:23,Firearm,18,Female,Indian,60,Female,Singaporean,3,No,Pending,Minor,No,Yes,No,Yes
Others,2023-12-08 00:04:19,South,2023-12-08 00:08:19,Other,54,Male,Indian,25,Male,Others,3,No,Acquitted,Moderate,No,Yes,No,No
Fraud,2023-12-09 02:21:15,West,2023-12-09 03:04:15,Firearm,78,Female,Singaporean,31,Female,Indian,6,Yes,Pending,Moderate,No,Yes,No,Yes
Assault,2023-12-10 04:38:11,North,2023-12-10 05:14:11,Other,48,Female,Others,40,Female,Malaysian,9,Yes,Dismissed,Major,Yes,Yes,Yes,No
Burglary,2023-12-11 06:55:08,West,2023-12-11 07:21:08,Firearm,21,Female,Malaysian,35,Female,Indian,1,No,Dismissed,Moderate,Yes,No,No,Yes
Assault,2023-12-12 09:12:04,Central,2023-12-12 09:13:04,None,19,Male,Indian,23,Male,Others,5,Yes,Convicted,Moderate,No,No,Yes,Yes
Drug Offense,2023-12-13 11:29:00,Central,2023-12-13 12:06:00,None,52,Female,Singaporean,77,Female,Indonesian,4,No,Convicted,Minor,Yes,Yes,No,Yes
Drug Offense,2023-12-14 13:45:56,West,2023-12-14 13:58:56,Other,68,Female,Singaporean,34,Female,Others,9,No,Convicted,Major,No,Yes,No,No
Theft,2023-12-15 16:02:52,North,2023-12-15 16:28:52,Firearm,45,Female,Malaysian,70,Female,Others,5,Yes,Pending,Moderate,No,Yes,No,No
Theft,2023-12-16 18:19:49,Central,2023-12-16 18:45:49,Knife,64,Female,Others,70,Female,Singaporean,2,No,Acquitted,Major,No,No,Yes,Yes
Theft,2023-12-17 20:36:45,Central,2023-12-17 20:40:45,Other,65,Male,Malaysian,65,Female,Indonesian,8,No,Dismissed,Moderate,No,Yes,No,No
Assault,2023-12-18 22:53:41,Central,2023-12-18 23:49:41,Firearm,18,Male,Indian,47,Female,Others,8,Yes,Convicted,Major,No,Yes,Yes,Yes
Vandalism,2023-12-20 01:10:37,North,2023-12-20 01:48:37,Knife,64,Female,Malaysian,19,Female,Malaysian,4,Yes,Acquitted,Minor,Yes,Yes,Yes,Yes
Fraud,2023-12-21 03:27:34,Central,2023-12-21 04:09:34,Knife,74,Male,Singaporean,39,Male,Indonesian,3,No,Pending,Major,No,No,Yes,No
Assault,2023-12-22 05:44:30,South,2023-12-22 06:32:30,Firearm,36,Male,Malaysian,30,Female,Singaporean,6,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Fraud,2023-12-23 08:01:26,East,2023-12-23 08:45:26,Other,46,Female,Others,65,Female,Singaporean,4,Yes,Dismissed,Major,No,No,Yes,Yes
Theft,2023-12-24 10:18:22,East,2023-12-24 10:55:22,Knife,68,Male,Singaporean,65,Male,Others,2,Yes,Acquitted,Moderate,Yes,No,No,No
Vandalism,2023-12-25 12:35:18,South,2023-12-25 12:55:18,Firearm,63,Female,Malaysian,45,Male,Others,6,Yes,Convicted,Major,Yes,Yes,Yes,Yes
Assault,2023-12-26 14:52:15,East,2023-12-26 15:04:15,Firearm,74,Male,Malaysian,27,Male,Others,9,No,Acquitted,Minor,No,Yes,No,No
