Transport_Mode,Vehicle_Type,Trip_Purpose,Trip_Duration_Minutes,Distance_Km,Start_Time,End_Time,Passenger_Age,Gender,Nationality,Trip_Cost_SGD,Payment_Method,Service_Rating,Traffic_Condition,CO2_Emissions_Kg,Frequent_User,Peak_Hour_Travel,Accessibility_Features_Needed,Incidents_Reported
Train,Motorcycle,School,76.38,34.99,2023-04-15 11:05:56,2023-04-15 12:22:19,38,Male,Others,2.59,Mobile App,3.7,Heavy,0.86,No,No,Yes,Yes
Bus,Van,Business,62.27,11.94,2023-04-16 13:22:52,2023-04-16 14:25:08,24,Female,Malaysian,10.17,Travel Pass,3.9,Heavy,7.17,Yes,Yes,Yes,No
Private Car,Motorcycle,Commuting,91.22,34.22,2023-04-17 15:39:49,2023-04-17 17:11:02,31,Female,Indian,9.85,Travel Pass,1.4,Heavy,5.82,No,No,No,Yes
Walk,SUV,Business,32.78,2.75,2023-04-18 17:56:45,2023-04-18 18:29:32,36,Female,Malaysian,22.99,Mobile App,2.1,Light,3.21,No,No,No,Yes
Bicycle,Electric Scooter,School,18.07,7.76,2023-04-19 20:13:41,2023-04-19 20:31:45,30,Female,Indonesian,38.65,Mobile App,1.2,Heavy,0.86,Yes,No,No,Yes
Taxi,Motorcycle,Shopping,81.61,4.42,2023-04-20 22:30:37,2023-04-20 23:52:14,59,Female,Indonesian,35.96,Travel Pass,4,Moderate,1.77,No,No,No,No
Walk,Van,Others,36.77,40.2,2023-04-22 00:47:34,2023-04-22 01:24:20,29,Male,Indonesian,31.74,Card,2.5,Moderate,5.29,No,Yes,Yes,Yes
Private Car,None,Others,31.06,27.27,2023-04-23 03:04:30,2023-04-23 03:35:34,63,Male,Indonesian,44.96,Cash,3.6,Heavy,8.53,No,Yes,Yes,No
Bicycle,SUV,School,23.85,8.64,2023-04-24 05:21:26,2023-04-24 05:45:17,60,Male,Singaporean,31.14,Travel Pass,4.1,Heavy,9.4,No,Yes,No,Yes
Bus,Sedan,School,107.85,16.74,2023-04-25 07:38:22,2023-04-25 09:26:13,52,Female,Indian,32.56,Travel Pass,3.9,Moderate,2.05,Yes,Yes,Yes,No
Taxi,None,Business,35.22,19.97,2023-04-26 09:55:18,2023-04-26 10:30:31,32,Male,Malaysian,15.34,Card,4.4,Light,7.36,Yes,Yes,Yes,Yes
Train,Motorcycle,Leisure,64.05,31.27,2023-04-27 12:12:15,2023-04-27 13:16:18,77,Male,Indian,19.83,Mobile App,1.5,Heavy,5.71,No,Yes,Yes,Yes
Bus,None,Business,35.83,16.54,2023-04-28 14:29:11,2023-04-28 15:05:01,46,Female,Malaysian,31.67,Cash,4.1,Moderate,6.46,Yes,Yes,No,No
Bus,None,Leisure,79.63,8.9,2023-04-29 16:46:07,2023-04-29 18:05:45,62,Female,Singaporean,20.38,Mobile App,3.8,Heavy,0.84,No,No,Yes,Yes
Taxi,SUV,Others,75.56,47.54,2023-04-30 19:03:03,2023-04-30 20:18:37,65,Female,Indonesian,5.51,Mobile App,3.7,Heavy,7.68,No,Yes,Yes,Yes
Bus,None,Commuting,14.25,3.36,2023-05-01 21:20:00,2023-05-01 21:34:15,36,Female,Indonesian,8.27,Mobile App,2.3,Heavy,8.93,Yes,Yes,No,No
Bicycle,None,Commuting,65.53,41.37,2023-05-02 23:36:56,2023-05-03 00:42:28,62,Female,Singaporean,48.13,Card,1.4,Heavy,4.49,No,Yes,No,Yes
Walk,SUV,Leisure,73.26,37.4,2023-05-04 01:53:52,2023-05-04 03:07:08,74,Female,Indonesian,45.12,Mobile App,2.6,Light,8.42,No,No,Yes,No
Bicycle,None,School,57.22,39.29,2023-05-05 04:10:48,2023-05-05 05:08:01,45,Female,Malaysian,0.24,Card,3.9,Moderate,8.05,No,No,No,No
Bicycle,Motorcycle,Business,73.47,19.47,2023-05-06 06:27:44,2023-05-06 07:41:12,44,Male,Others,49.61,Mobile App,4.7,Light,4.02,Yes,Yes,No,Yes
Walk,Motorcycle,Business,50.14,46.41,2023-05-07 08:44:41,2023-05-07 09:34:49,28,Female,Malaysian,20.91,Card,2.8,Heavy,6.42,No,Yes,No,No
Taxi,Motorcycle,Business,84.86,13.83,2023-05-08 11:01:37,2023-05-08 12:26:29,31,Male,Indonesian,27.83,Travel Pass,2.8,Heavy,9.5,No,Yes,Yes,No
Train,SUV,School,103.05,18.74,2023-05-09 13:18:33,2023-05-09 15:01:36,24,Female,Singaporean,15.18,Cash,4.1,Moderate,9.4,Yes,No,Yes,No
Bus,SUV,School,117.61,14.17,2023-05-10 15:35:29,2023-05-10 17:33:06,77,Male,Singaporean,14.23,Cash,4.6,Moderate,4.65,No,No,No,No
Walk,None,School,63.67,35.07,2023-05-11 17:52:25,2023-05-11 18:56:05,60,Female,Singaporean,26.76,Card,4.9,Moderate,5.43,Yes,No,No,No
Train,None,School,35.63,8.49,2023-05-12 20:09:22,2023-05-12 20:45:00,63,Female,Indonesian,28.15,Cash,2.7,Moderate,3.87,No,Yes,Yes,No
Private Car,None,Business,113.57,37.21,2023-05-13 22:26:18,2023-05-14 00:19:52,26,Female,Singaporean,18.49,Cash,2.6,Light,7.91,Yes,Yes,No,No
Bus,Sedan,School,89.58,46.11,2023-05-15 00:43:14,2023-05-15 02:12:49,26,Male,Indonesian,4.18,Travel Pass,2,Heavy,1.62,Yes,Yes,No,Yes
Bus,SUV,Commuting,64.78,14.32,2023-05-16 03:00:10,2023-05-16 04:04:57,52,Female,Singaporean,31.26,Mobile App,5,Heavy,4.59,No,Yes,Yes,Yes
Train,Electric Scooter,Commuting,70.65,14.21,2023-05-17 05:17:07,2023-05-17 06:27:46,62,Female,Indian,5.52,Mobile App,2.9,Moderate,8,No,No,Yes,No
Private Car,Motorcycle,Shopping,114.28,45.26,2023-05-18 07:34:03,2023-05-18 09:28:20,54,Male,Others,26.21,Cash,2.3,Light,2.49,No,No,Yes,Yes
Walk,Electric Scooter,Others,15.72,32.08,2023-05-19 09:50:59,2023-05-19 10:06:42,63,Male,Singaporean,14.62,Mobile App,1.3,Moderate,2.38,No,No,No,No
Bus,None,School,51.64,46.04,2023-05-20 12:07:55,2023-05-20 12:59:33,56,Female,Indian,24.94,Mobile App,4.5,Moderate,1.24,Yes,Yes,Yes,Yes
Train,None,Leisure,15.21,1.9,2023-05-21 14:24:51,2023-05-21 14:40:04,71,Female,Others,8.88,Cash,3.8,Heavy,4.09,Yes,No,Yes,No
Bicycle,Sedan,Leisure,61.26,11.8,2023-05-22 16:41:48,2023-05-22 17:43:04,22,Female,Others,14.54,Travel Pass,3.5,Light,3.18,No,Yes,Yes,Yes
Bus,SUV,Others,20.84,1.99,2023-05-23 18:58:44,2023-05-23 19:19:34,77,Male,Indian,22.71,Card,1.2,Heavy,3.73,No,No,No,No
Walk,Motorcycle,Shopping,21.78,23.73,2023-05-24 21:15:40,2023-05-24 21:37:27,27,Female,Others,12.48,Card,4.2,Heavy,9.69,Yes,No,Yes,No
Walk,SUV,Business,58.67,15.11,2023-05-25 23:32:36,2023-05-26 00:31:16,45,Female,Others,24.78,Card,4.3,Heavy,3.73,Yes,Yes,Yes,No
Train,SUV,Business,46.53,45.36,2023-05-27 01:49:32,2023-05-27 02:36:04,31,Male,Indian,5.23,Mobile App,2.3,Moderate,6.14,No,No,Yes,Yes
Train,Van,Leisure,19.2,36.26,2023-05-28 04:06:29,2023-05-28 04:25:41,36,Female,Malaysian,1.04,Cash,3.7,Heavy,1.9,Yes,No,Yes,No
Train,Van,Commuting,61.22,27.53,2023-05-29 06:23:25,2023-05-29 07:24:38,40,Male,Indonesian,8.92,Cash,1.8,Heavy,1.65,Yes,Yes,No,Yes
Bus,Sedan,Commuting,57.75,45.83,2023-05-30 08:40:21,2023-05-30 09:38:06,46,Female,Singaporean,31.25,Travel Pass,1.2,Light,8.22,No,No,Yes,Yes
Private Car,Motorcycle,Commuting,74.78,31.11,2023-05-31 10:57:17,2023-05-31 12:12:04,24,Female,Indonesian,37.25,Travel Pass,4.6,Light,6.35,Yes,No,Yes,No
Taxi,Van,Others,25.95,12.15,2023-06-01 13:14:14,2023-06-01 13:40:11,25,Male,Indian,36.27,Mobile App,2.4,Light,1.72,No,No,Yes,No
Walk,Motorcycle,Others,8.71,27.14,2023-06-02 15:31:10,2023-06-02 15:39:53,72,Female,Indian,48.8,Card,3.1,Moderate,3.45,No,Yes,No,Yes
Taxi,Sedan,Leisure,51.16,45.28,2023-06-03 17:48:06,2023-06-03 18:39:16,35,Male,Malaysian,11.24,Card,1.7,Light,3.18,Yes,Yes,Yes,No
Private Car,None,School,53.3,30.12,2023-06-04 20:05:02,2023-06-04 20:58:20,40,Female,Singaporean,30.77,Cash,5,Moderate,3.81,No,Yes,No,No
Walk,Electric Scooter,Others,45.74,18.48,2023-06-05 22:21:58,2023-06-05 23:07:42,57,Female,Indonesian,33.39,Mobile App,1.2,Light,2.18,No,Yes,No,No
Bus,Van,Leisure,91.09,8.11,2023-06-07 00:38:55,2023-06-07 02:10:00,47,Male,Others,29.31,Cash,5,Moderate,8.45,Yes,Yes,Yes,Yes
Bicycle,Sedan,Commuting,60.62,47.98,2023-06-08 02:55:51,2023-06-08 03:56:28,35,Male,Indonesian,13.53,Cash,2.2,Heavy,4.38,Yes,Yes,Yes,Yes
Walk,Van,Others,73.56,38.57,2023-06-09 05:12:47,2023-06-09 06:26:21,79,Male,Indonesian,33.16,Travel Pass,4,Heavy,9.67,Yes,No,Yes,Yes
Private Car,None,Shopping,43.42,39.43,2023-06-10 07:29:43,2023-06-10 08:13:08,71,Male,Malaysian,49.92,Mobile App,1.3,Heavy,3.81,Yes,No,No,Yes
Walk,None,Shopping,68.9,4.96,2023-06-11 09:46:40,2023-06-11 10:55:34,35,Male,Indian,37.14,Cash,1.9,Heavy,7.05,Yes,No,Yes,No
Private Car,Motorcycle,Leisure,34.84,36.58,2023-06-12 12:03:36,2023-06-12 12:38:26,52,Female,Indonesian,20.02,Card,4.2,Light,3.37,Yes,No,Yes,No
Taxi,Electric Scooter,School,72.75,13.98,2023-06-13 14:20:32,2023-06-13 15:33:17,32,Female,Indian,4.54,Mobile App,3.7,Heavy,7.36,Yes,No,Yes,Yes
Walk,Van,School,27.78,27.82,2023-06-14 16:37:28,2023-06-14 17:05:15,50,Female,Others,37.23,Card,4.8,Heavy,6.01,Yes,Yes,No,Yes
Taxi,Van,Business,105.62,20.77,2023-06-15 18:54:24,2023-06-15 20:40:01,44,Male,Indian,21.02,Card,2.1,Heavy,4.69,No,Yes,No,No
Bicycle,Motorcycle,Business,40.98,28.77,2023-06-16 21:11:21,2023-06-16 21:52:20,24,Male,Malaysian,33.7,Mobile App,5,Light,1.46,No,Yes,No,No
Bicycle,Van,Business,84.5,20.85,2023-06-17 23:28:17,2023-06-18 00:52:47,66,Male,Malaysian,41,Mobile App,5,Light,7.8,No,Yes,No,No
Bus,Van,School,110.93,30.7,2023-06-19 01:45:13,2023-06-19 03:36:09,65,Female,Malaysian,5.46,Mobile App,2.4,Light,3.95,Yes,Yes,Yes,No
Train,Motorcycle,Shopping,97.84,42.36,2023-06-20 04:02:09,2023-06-20 05:39:59,29,Female,Others,34.02,Travel Pass,2.6,Moderate,3.76,Yes,Yes,Yes,No
Train,Sedan,Shopping,80.39,16.12,2023-06-21 06:19:05,2023-06-21 07:39:28,51,Female,Others,5.59,Travel Pass,4.4,Heavy,5.27,Yes,Yes,Yes,No
Taxi,Van,Shopping,24.08,45.86,2023-06-22 08:36:02,2023-06-22 09:00:07,30,Male,Indonesian,10.91,Cash,1.3,Light,8.83,Yes,Yes,Yes,Yes
Bus,None,Leisure,35.32,7.85,2023-06-23 10:52:58,2023-06-23 11:28:17,40,Female,Indian,18.16,Cash,5,Moderate,6.67,Yes,Yes,No,No
Bicycle,None,Commuting,93.37,38.54,2023-06-24 13:09:54,2023-06-24 14:43:16,57,Female,Others,8.34,Travel Pass,1.5,Light,2.11,Yes,Yes,No,No
Walk,Van,School,89.48,21.7,2023-06-25 15:26:50,2023-06-25 16:56:19,70,Male,Indonesian,29.58,Travel Pass,3.4,Heavy,6.59,Yes,Yes,No,Yes
Bus,Motorcycle,Shopping,45.5,1.21,2023-06-26 17:43:47,2023-06-26 18:29:17,21,Male,Indian,22.14,Mobile App,2.5,Moderate,4.53,No,No,Yes,No
Walk,Electric Scooter,Commuting,48.58,28.59,2023-06-27 20:00:43,2023-06-27 20:49:18,68,Female,Indonesian,40.17,Mobile App,3,Heavy,9.46,Yes,Yes,Yes,Yes
Walk,Van,Leisure,84.19,40.61,2023-06-28 22:17:39,2023-06-28 23:41:50,67,Female,Others,13.76,Cash,2.7,Light,2.62,Yes,Yes,Yes,No
Bicycle,SUV,Business,30.7,33.89,2023-06-30 00:34:35,2023-06-30 01:05:17,18,Male,Indonesian,24.86,Cash,1.7,Heavy,8.09,No,No,No,No
Bus,Motorcycle,Leisure,97.97,43.96,2023-07-01 02:51:31,2023-07-01 04:29:29,53,Female,Singaporean,31.52,Cash,4.6,Light,9.54,No,Yes,Yes,Yes
Bus,None,Leisure,38.93,45.65,2023-07-02 05:08:28,2023-07-02 05:47:24,53,Male,Indonesian,0.54,Mobile App,2.2,Heavy,5.76,Yes,No,Yes,Yes
Private Car,Electric Scooter,Commuting,68.37,37.53,2023-07-03 07:25:24,2023-07-03 08:33:46,49,Male,Indian,49.06,Travel Pass,2.6,Moderate,1.55,No,Yes,Yes,No
Bicycle,None,Shopping,17.15,19.75,2023-07-04 09:42:20,2023-07-04 09:59:29,21,Female,Indian,16.06,Travel Pass,2.7,Moderate,1.08,No,Yes,Yes,No
Private Car,Van,Business,47.2,7.47,2023-07-05 11:59:16,2023-07-05 12:46:28,61,Female,Indonesian,43.82,Mobile App,2.2,Heavy,5.7,No,No,Yes,Yes
Taxi,Electric Scooter,School,114.6,8.79,2023-07-06 14:16:12,2023-07-06 16:10:48,58,Female,Others,8.48,Mobile App,4.9,Moderate,4.68,No,Yes,Yes,No
Taxi,SUV,Others,93.76,49.08,2023-07-07 16:33:09,2023-07-07 18:06:55,37,Male,Indonesian,11.35,Card,4.4,Light,2,No,Yes,No,Yes
Bicycle,Electric Scooter,Leisure,63.99,6.5,2023-07-08 18:50:05,2023-07-08 19:54:04,18,Female,Others,20.23,Card,3.7,Light,3,No,No,Yes,Yes
Bus,Sedan,School,58.89,29.2,2023-07-09 21:07:01,2023-07-09 22:05:54,27,Female,Indian,23.28,Card,2,Light,2.58,No,Yes,No,Yes
Train,None,Leisure,57.54,18.68,2023-07-10 23:23:57,2023-07-11 00:21:29,45,Female,Singaporean,36.67,Cash,3,Moderate,0.56,No,No,Yes,Yes
Taxi,SUV,Shopping,12.71,22.01,2023-07-12 01:40:54,2023-07-12 01:53:37,61,Female,Others,2.57,Travel Pass,3.8,Heavy,2.46,No,Yes,Yes,Yes
Train,Van,Business,110.69,21.86,2023-07-13 03:57:50,2023-07-13 05:48:31,46,Male,Indian,17.66,Travel Pass,5,Heavy,6.96,No,Yes,No,No
Private Car,Electric Scooter,Others,7.74,7.43,2023-07-14 06:14:46,2023-07-14 06:22:30,72,Male,Singaporean,47.45,Travel Pass,3,Moderate,7.16,No,No,Yes,No
Private Car,None,Others,76.88,5.48,2023-07-15 08:31:42,2023-07-15 09:48:35,62,Male,Others,21.49,Mobile App,3.8,Heavy,8.34,No,No,Yes,Yes
Private Car,Van,Commuting,21.17,43.5,2023-07-16 10:48:38,2023-07-16 11:09:48,65,Male,Malaysian,43.71,Card,2.4,Moderate,9.44,Yes,No,No,Yes
Private Car,None,Leisure,60.38,11.31,2023-07-17 13:05:35,2023-07-17 14:05:58,53,Female,Malaysian,44.22,Cash,4.6,Moderate,8.58,Yes,No,Yes,No
Private Car,Electric Scooter,Business,109.69,36.92,2023-07-18 15:22:31,2023-07-18 17:12:12,23,Female,Indonesian,35.21,Cash,1.2,Moderate,5.89,No,No,Yes,Yes
Bus,Van,Others,79.96,34.88,2023-07-19 17:39:27,2023-07-19 18:59:25,54,Male,Singaporean,36.2,Mobile App,3.4,Moderate,3.88,No,Yes,No,Yes
Taxi,Electric Scooter,School,69.66,1.42,2023-07-20 19:56:23,2023-07-20 21:06:03,25,Female,Others,20.6,Travel Pass,3.3,Moderate,6.09,No,No,No,No
Walk,Van,Commuting,104.76,31.38,2023-07-21 22:13:20,2023-07-21 23:58:06,77,Female,Indonesian,28.96,Mobile App,4,Light,7.26,Yes,Yes,No,Yes
Walk,Sedan,Business,106.42,7.37,2023-07-23 00:30:16,2023-07-23 02:16:41,71,Male,Malaysian,10.78,Mobile App,2.6,Light,9.7,No,No,No,No
Bus,SUV,Commuting,43.33,37.87,2023-07-24 02:47:12,2023-07-24 03:30:32,53,Female,Malaysian,45.47,Card,2.1,Heavy,5.07,No,No,Yes,Yes
Train,SUV,School,38.93,7.42,2023-07-25 05:04:08,2023-07-25 05:43:04,37,Male,Others,49.12,Travel Pass,2.7,Heavy,9.21,No,Yes,No,Yes
Bus,None,Business,98.51,18.26,2023-07-26 07:21:04,2023-07-26 08:59:35,38,Female,Indonesian,26.32,Mobile App,3.6,Moderate,4.7,No,Yes,Yes,Yes
Taxi,Van,Business,33.68,36.27,2023-07-27 09:38:01,2023-07-27 10:11:42,68,Male,Indian,40.96,Travel Pass,2.2,Moderate,9.78,No,Yes,Yes,Yes
Walk,Motorcycle,Commuting,76.27,48.24,2023-07-28 11:54:57,2023-07-28 13:11:13,67,Male,Singaporean,1.02,Cash,2.1,Moderate,6.12,Yes,Yes,No,Yes
Taxi,SUV,Shopping,110.27,19.94,2023-07-29 14:11:53,2023-07-29 16:02:09,35,Male,Malaysian,38.7,Mobile App,1.2,Moderate,7.21,No,Yes,Yes,Yes
Train,Electric Scooter,Commuting,93.56,20.58,2023-07-30 16:28:49,2023-07-30 18:02:23,41,Male,Singaporean,17.23,Card,2,Light,1.94,No,No,Yes,No
Taxi,Motorcycle,School,60.61,5.36,2023-07-31 18:45:45,2023-07-31 19:46:22,77,Female,Indian,14.41,Mobile App,2.3,Heavy,9.05,Yes,No,No,Yes
Bus,Electric Scooter,Shopping,83.04,23.5,2023-08-01 21:02:42,2023-08-01 22:25:44,62,Female,Singaporean,37.33,Travel Pass,3.4,Moderate,0.13,No,Yes,Yes,Yes
Bicycle,Electric Scooter,School,109.6,39.59,2023-08-02 23:19:38,2023-08-03 01:09:14,30,Male,Malaysian,18.75,Card,4.6,Light,9.98,Yes,No,Yes,No
Train,Sedan,Business,16.73,31.3,2023-08-04 01:36:34,2023-08-04 01:53:18,23,Female,Malaysian,43,Card,4.3,Heavy,7.25,Yes,Yes,Yes,Yes
Bus,None,Leisure,117.1,18.94,2023-08-05 03:53:30,2023-08-05 05:50:36,38,Female,Indian,39.72,Mobile App,3.2,Moderate,7.59,Yes,No,Yes,Yes
Train,Sedan,School,72.66,43.36,2023-08-06 06:10:27,2023-08-06 07:23:07,79,Male,Malaysian,25.56,Travel Pass,1,Light,2.21,Yes,Yes,No,Yes
Private Car,Sedan,Shopping,76.91,21.2,2023-08-07 08:27:23,2023-08-07 09:44:18,24,Female,Others,41.02,Card,4.7,Light,0.12,No,No,Yes,No
Private Car,Van,Leisure,104.88,46.76,2023-08-08 10:44:19,2023-08-08 12:29:12,27,Male,Singaporean,43.64,Mobile App,1.5,Heavy,9.37,Yes,No,No,Yes
Train,Van,Commuting,25.21,42.68,2023-08-09 13:01:15,2023-08-09 13:26:28,50,Female,Malaysian,39.92,Cash,2.5,Moderate,4.94,Yes,No,No,Yes
Train,None,Commuting,97.73,36.66,2023-08-10 15:18:11,2023-08-10 16:55:55,29,Male,Others,30.34,Card,2.9,Moderate,2.94,No,Yes,No,No
Private Car,None,Shopping,106.05,31.3,2023-08-11 17:35:08,2023-08-11 19:21:11,22,Male,Indonesian,14.2,Card,4.6,Heavy,4.9,Yes,No,No,Yes
Bicycle,Motorcycle,Business,39.31,18.9,2023-08-12 19:52:04,2023-08-12 20:31:23,59,Male,Indonesian,18.96,Travel Pass,4.2,Moderate,4.6,Yes,Yes,No,Yes
Bus,None,Shopping,40.81,16.68,2023-08-13 22:09:00,2023-08-13 22:49:49,65,Female,Others,25.49,Cash,3.4,Moderate,8.1,No,No,No,Yes
Train,SUV,School,71.69,15.94,2023-08-15 00:25:56,2023-08-15 01:37:37,73,Male,Singaporean,29.49,Mobile App,3.6,Moderate,8.41,No,Yes,Yes,No
Walk,Sedan,School,102.69,39.67,2023-08-16 02:42:52,2023-08-16 04:25:33,19,Female,Indian,21.01,Mobile App,1.2,Heavy,4.09,Yes,Yes,Yes,No
Bus,Electric Scooter,Others,22.97,48.69,2023-08-17 04:59:49,2023-08-17 05:22:47,77,Female,Indonesian,40.34,Card,4,Light,9.42,No,Yes,Yes,No
Bus,Electric Scooter,Others,79.44,28.45,2023-08-18 07:16:45,2023-08-18 08:36:11,28,Female,Singaporean,22.15,Cash,2.3,Heavy,8.3,No,No,Yes,No
Bicycle,None,School,59.92,8.54,2023-08-19 09:33:41,2023-08-19 10:33:36,37,Female,Indonesian,41.08,Card,2.8,Heavy,9.64,Yes,Yes,Yes,No
Bus,SUV,Others,93.74,44.79,2023-08-20 11:50:37,2023-08-20 13:24:21,58,Female,Singaporean,22.04,Mobile App,1.2,Light,2.43,Yes,No,No,Yes
Bus,SUV,Business,88.91,16.69,2023-08-21 14:07:34,2023-08-21 15:36:29,62,Female,Indonesian,13.85,Mobile App,3.1,Heavy,4.86,No,No,Yes,Yes
Bicycle,SUV,Shopping,92.92,6.38,2023-08-22 16:24:30,2023-08-22 17:57:25,40,Male,Malaysian,10.89,Cash,3.8,Moderate,5.36,No,No,No,Yes
Walk,Sedan,Others,27.08,21.77,2023-08-23 18:41:26,2023-08-23 19:08:31,56,Female,Others,34.31,Card,4.6,Moderate,2.09,Yes,No,No,No
Bicycle,SUV,School,8.59,38.15,2023-08-24 20:58:22,2023-08-24 21:06:57,77,Female,Others,48.58,Cash,3.7,Light,1.28,No,Yes,No,No
Train,Motorcycle,Business,42.08,3.88,2023-08-25 23:15:18,2023-08-25 23:57:23,79,Female,Others,8.84,Cash,2.5,Heavy,5.95,No,No,Yes,Yes
Private Car,Van,School,88.34,8.65,2023-08-27 01:32:15,2023-08-27 03:00:35,25,Female,Malaysian,48.64,Travel Pass,3.1,Moderate,9.89,Yes,Yes,Yes,No
Bicycle,Sedan,Leisure,75.17,29.74,2023-08-28 03:49:11,2023-08-28 05:04:21,27,Male,Malaysian,49.37,Card,1.4,Heavy,6.55,Yes,No,No,No
Bus,Electric Scooter,Shopping,108.52,48.89,2023-08-29 06:06:07,2023-08-29 07:54:38,60,Female,Singaporean,8.35,Travel Pass,1.4,Heavy,0.5,No,No,No,No
Bicycle,SUV,School,65.23,36.07,2023-08-30 08:23:03,2023-08-30 09:28:17,46,Male,Indonesian,42.23,Travel Pass,1.1,Heavy,0.59,Yes,No,Yes,No
Train,Sedan,Others,119.24,6.68,2023-08-31 10:40:00,2023-08-31 12:39:14,73,Male,Indian,8.93,Travel Pass,4.5,Light,4.74,Yes,Yes,Yes,Yes
Bus,Motorcycle,Business,91.71,16.3,2023-09-01 12:56:56,2023-09-01 14:28:39,73,Female,Malaysian,43.69,Mobile App,3.2,Heavy,2.76,No,No,Yes,No
Walk,Van,Shopping,45.81,1.34,2023-09-02 15:13:52,2023-09-02 15:59:41,45,Female,Singaporean,41.54,Mobile App,1.9,Moderate,6.44,Yes,No,No,Yes
Taxi,Motorcycle,Business,39.7,22.52,2023-09-03 17:30:48,2023-09-03 18:10:30,29,Female,Indonesian,28.8,Mobile App,1.5,Heavy,0.36,No,No,No,Yes
Bus,Motorcycle,Leisure,18.54,18.22,2023-09-04 19:47:44,2023-09-04 20:06:16,77,Female,Indonesian,16.3,Travel Pass,3.5,Heavy,7.22,No,No,Yes,No
Train,SUV,Others,109.49,44.35,2023-09-05 22:04:41,2023-09-05 23:54:10,59,Male,Others,38.78,Cash,2.5,Moderate,6.4,Yes,Yes,No,Yes
Train,Sedan,Leisure,95.04,27.04,2023-09-07 00:21:37,2023-09-07 01:56:39,39,Female,Malaysian,31.21,Mobile App,1.7,Light,5.25,No,No,No,No
Bicycle,Electric Scooter,Shopping,56.03,35.34,2023-09-08 02:38:33,2023-09-08 03:34:35,54,Female,Indonesian,15.65,Cash,3.8,Light,8.14,Yes,No,Yes,No
Private Car,Van,Others,37.54,47.98,2023-09-09 04:55:29,2023-09-09 05:33:01,42,Male,Malaysian,10.23,Mobile App,3.3,Heavy,3.89,No,No,Yes,Yes
Bicycle,Van,Business,66.06,12.27,2023-09-10 07:12:25,2023-09-10 08:18:29,31,Female,Others,3.95,Mobile App,1.3,Light,7.19,No,No,Yes,Yes
Private Car,Sedan,Others,75.66,10.25,2023-09-11 09:29:22,2023-09-11 10:45:02,21,Female,Indian,41.74,Cash,2,Heavy,0.82,Yes,No,Yes,No
Bicycle,Electric Scooter,Leisure,13.31,30.63,2023-09-12 11:46:18,2023-09-12 11:59:37,19,Female,Malaysian,41.1,Travel Pass,4.6,Heavy,3.57,Yes,Yes,No,Yes
Bicycle,Van,School,44.28,35.35,2023-09-13 14:03:14,2023-09-13 14:47:31,52,Male,Indonesian,46.49,Card,1.4,Moderate,7,No,Yes,No,Yes
Bus,Electric Scooter,Shopping,110.66,34.22,2023-09-14 16:20:10,2023-09-14 18:10:50,24,Female,Others,40.93,Travel Pass,3.6,Heavy,4.08,No,Yes,No,Yes
Private Car,Van,Commuting,110.59,34.77,2023-09-15 18:37:07,2023-09-15 20:27:42,55,Female,Malaysian,6.35,Cash,5,Moderate,1.19,Yes,Yes,Yes,Yes
Bus,SUV,Business,58.01,20.34,2023-09-16 20:54:03,2023-09-16 21:52:04,44,Female,Singaporean,3.2,Travel Pass,4.1,Light,7.07,Yes,No,No,No
Walk,Van,Commuting,52.84,35.23,2023-09-17 23:10:59,2023-09-18 00:03:49,25,Male,Malaysian,36.77,Cash,4.6,Heavy,1.26,Yes,Yes,No,No
Train,Electric Scooter,Business,15.33,7.49,2023-09-19 01:27:55,2023-09-19 01:43:15,46,Female,Others,22.71,Travel Pass,4.6,Light,3.69,No,No,No,No
Walk,Van,Shopping,66.39,45.12,2023-09-20 03:44:51,2023-09-20 04:51:14,51,Male,Others,39.35,Travel Pass,3.2,Heavy,6.69,No,No,Yes,No
Private Car,Electric Scooter,Shopping,29.12,32.11,2023-09-21 06:01:48,2023-09-21 06:30:55,78,Male,Indian,14.36,Travel Pass,1.2,Light,5.57,No,Yes,Yes,No
Train,Van,Commuting,84.98,30.28,2023-09-22 08:18:44,2023-09-22 09:43:43,72,Female,Singaporean,19.69,Card,2.8,Heavy,6.88,Yes,No,No,No
Walk,Sedan,Commuting,30.4,18.21,2023-09-23 10:35:40,2023-09-23 11:06:04,56,Female,Others,45.42,Card,2.7,Heavy,8.59,No,Yes,Yes,Yes
Taxi,None,Business,52.93,17.32,2023-09-24 12:52:36,2023-09-24 13:45:32,35,Male,Indian,18.54,Travel Pass,3.7,Moderate,8.43,Yes,No,No,No
Train,None,Shopping,35.09,26.88,2023-09-25 15:09:32,2023-09-25 15:44:37,72,Male,Others,49.91,Travel Pass,2.5,Moderate,4.16,No,Yes,No,Yes
Bicycle,Sedan,Business,119.98,30.1,2023-09-26 17:26:29,2023-09-26 19:26:28,56,Male,Indonesian,33.05,Mobile App,2.3,Heavy,3.96,Yes,Yes,No,Yes
Bicycle,Electric Scooter,Business,44.11,15.46,2023-09-27 19:43:25,2023-09-27 20:27:32,47,Female,Indonesian,1.79,Card,3.5,Moderate,9.37,Yes,Yes,No,Yes
Train,Electric Scooter,Business,74.14,42.94,2023-09-28 22:00:21,2023-09-28 23:14:29,52,Female,Malaysian,4.43,Card,4.8,Moderate,3.82,Yes,No,No,No
