Age,Gender,Race,Educational_Level,Marital_Status,Industry,Occupation,Years_in_Current_Job,Employment_Type,Monthly_Income_SGD,Job_Satisfaction_Level,Skills_Training,Promotion_in_Last_5_Years,Looking_for_Job_Change,Work_Hours_per_Week,Commute_Time_One_Way_Hours,Previous_Employment_Status,Residency_Status,Languages_Spoken,Work_Location_Preference,Recent_Training_or_Courses,Expected_Salary_Increase_%,Job_Security_Concerns,Interview_Date
56,Female,Indian,Bachelor,Single,Finance,Laborer,12,Part-time,6749.94,Neutral,No,No,Yes,55.1,1.02,Retired,Citizen,Mandarin,Remote,Yes,19.6,Yes,2021-07-13
22,Female,Chinese,Master,Single,Finance,Engineer,12,Self-employed,6659.28,Very Unsatisfied,No,Yes,No,57.4,1.62,Unemployed,Permanent Resident,Others,Remote,No,16.7,Yes,2021-06-27
54,Male,Indian,Diploma,Widowed,Healthcare,Doctor,15,Contract,12323.17,Very Satisfied,No,No,No,45.2,1.61,Student,Permanent Resident,Malay,On-site,Yes,10.5,Yes,2022-11-15
48,Male,Malay,High School,Divorced,Education,Doctor,22,Self-employed,11053.54,Very Satisfied,No,Yes,Yes,54.6,1.12,Employed,Foreigner,Others,Remote,No,9.5,No,2022-07-04
27,Female,Chinese,Bachelor,Single,Finance,Manager,16,Self-employed,3560.24,Unsatisfied,No,No,Yes,37.4,0.67,Student,Permanent Resident,Mandarin,Hybrid,Yes,11.8,Yes,2021-09-26
51,Male,Malay,Master,Single,Information Technology,Teacher,21,Contract,14810.2,Satisfied,Yes,No,No,52.3,1.58,Employed,Permanent Resident,Others,On-site,Yes,7.4,No,2022-10-14
44,Male,Indian,Master,Single,Hospitality,Technician,16,Contract,12593.18,Very Unsatisfied,Yes,Yes,No,50.8,1.41,Employed,Permanent Resident,Others,Remote,Yes,14.4,Yes,2023-02-28
51,Male,Malay,PhD,Divorced,Construction,Technician,15,Contract,5997.68,Very Satisfied,Yes,Yes,Yes,42.3,1.76,Student,Permanent Resident,Mandarin,Hybrid,No,11.7,Yes,2021-10-19
32,Male,Others,PhD,Widowed,Education,Manager,25,Part-time,8508.71,Very Satisfied,No,Yes,Yes,41.3,0.68,Employed,Foreigner,English,Remote,No,16,No,2022-09-26
55,Male,Indian,PhD,Divorced,Finance,Technician,0,Contract,12429.59,Unsatisfied,Yes,No,No,42.7,1.94,Unemployed,Permanent Resident,Malay,On-site,Yes,8.8,Yes,2021-01-05
25,Male,Others,PhD,Widowed,Construction,Laborer,16,Self-employed,5832.69,Unsatisfied,Yes,Yes,No,54,1.56,Employed,Permanent Resident,English,Remote,No,17.2,Yes,2021-03-18
58,Male,Indian,Diploma,Widowed,Information Technology,Laborer,9,Contract,14804.68,Unsatisfied,No,Yes,No,52.4,1.99,Student,Citizen,Mandarin,Remote,Yes,14.4,No,2023-10-21
24,Male,Malay,Bachelor,Married,Healthcare,Teacher,2,Part-time,8402.52,Unsatisfied,No,Yes,No,49,0.58,Employed,Foreigner,English,Remote,Yes,15.8,No,2022-08-21
57,Male,Others,Bachelor,Widowed,Education,Technician,29,Contract,2917.31,Satisfied,No,No,Yes,56.5,1.54,Unemployed,Foreigner,Malay,Hybrid,Yes,8.4,Yes,2022-08-11
22,Female,Chinese,Diploma,Single,Information Technology,Manager,3,Self-employed,12197.25,Very Unsatisfied,Yes,Yes,No,57.2,1.07,Student,Citizen,English,Remote,Yes,17.1,Yes,2022-07-28
35,Male,Indian,Diploma,Single,Information Technology,Manager,3,Full-time,11199.63,Satisfied,No,No,No,48,1.96,Employed,Foreigner,Tamil,Remote,No,6.5,No,2022-06-25
29,Female,Chinese,Bachelor,Widowed,Finance,Teacher,22,Part-time,11617.55,Unsatisfied,Yes,Yes,Yes,57.1,0.83,Student,Citizen,English,Hybrid,No,9.7,Yes,2022-10-28
20,Female,Others,High School,Divorced,Construction,Clerk,21,Part-time,12102.3,Satisfied,Yes,Yes,No,47.3,0.91,Unemployed,Foreigner,Malay,Remote,No,15.8,Yes,2021-02-14
61,Female,Malay,High School,Divorced,Information Technology,Doctor,14,Contract,12165.53,Satisfied,No,Yes,Yes,42.9,1.22,Unemployed,Permanent Resident,Others,Hybrid,Yes,5.9,Yes,2022-05-19
23,Male,Chinese,Master,Single,Construction,Laborer,3,Part-time,14464.69,Very Satisfied,Yes,Yes,No,49,0.79,Retired,Foreigner,Tamil,Remote,No,18.3,Yes,2022-06-02
38,Male,Malay,Master,Divorced,Education,Teacher,22,Full-time,14785.34,Very Unsatisfied,No,Yes,Yes,44.2,1.64,Student,Foreigner,Mandarin,Hybrid,No,17,Yes,2022-10-15
59,Male,Others,PhD,Married,Information Technology,Teacher,16,Full-time,13524.01,Satisfied,No,Yes,No,59.6,1.98,Employed,Foreigner,Malay,Remote,No,12.8,Yes,2021-06-17
26,Male,Others,Bachelor,Single,Finance,Clerk,13,Part-time,13474.83,Neutral,Yes,Yes,Yes,57,0.5,Retired,Permanent Resident,English,Hybrid,Yes,9.2,No,2021-01-28
46,Male,Others,PhD,Single,Finance,Clerk,21,Part-time,2677.55,Unsatisfied,Yes,Yes,Yes,51.2,1.64,Retired,Foreigner,Mandarin,On-site,No,5.7,No,2023-06-05
50,Female,Others,Diploma,Married,Education,Laborer,13,Full-time,11017.59,Very Satisfied,Yes,Yes,Yes,59.5,0.59,Student,Foreigner,Tamil,Hybrid,Yes,17.6,No,2022-12-19
22,Male,Chinese,PhD,Widowed,Education,Engineer,10,Part-time,13583.53,Very Satisfied,No,Yes,Yes,49.1,1.1,Retired,Foreigner,Malay,Remote,No,17.9,Yes,2023-11-20
27,Male,Chinese,PhD,Divorced,Hospitality,Technician,9,Self-employed,11082.56,Neutral,Yes,Yes,No,39.7,0.73,Student,Permanent Resident,Mandarin,On-site,Yes,8.2,Yes,2021-09-10
36,Male,Chinese,PhD,Married,Education,Laborer,1,Contract,3563.34,Neutral,No,Yes,Yes,52.5,1.47,Retired,Permanent Resident,Others,On-site,Yes,18.8,No,2021-10-02
39,Male,Chinese,Bachelor,Single,Education,Engineer,22,Part-time,3151.6,Neutral,Yes,No,No,45.6,1.12,Student,Foreigner,Tamil,Hybrid,Yes,9.3,No,2023-10-21
39,Male,Malay,Diploma,Single,Hospitality,Technician,23,Contract,5387.85,Very Unsatisfied,Yes,Yes,No,38.5,1.55,Unemployed,Citizen,English,On-site,No,7.8,No,2022-04-27
33,Male,Malay,Master,Single,Education,Engineer,7,Full-time,3570.12,Very Unsatisfied,No,No,No,43.2,1.35,Student,Permanent Resident,Mandarin,Remote,Yes,9.7,Yes,2023-10-22
45,Male,Malay,High School,Divorced,Finance,Technician,21,Full-time,6839.98,Very Unsatisfied,No,Yes,Yes,37.5,0.7,Retired,Permanent Resident,Others,Remote,Yes,15.9,No,2021-05-03
33,Female,Others,Master,Single,Hospitality,Doctor,12,Part-time,9527.13,Satisfied,No,No,Yes,58.1,1.02,Retired,Permanent Resident,Tamil,Remote,Yes,15.1,Yes,2023-10-21
56,Female,Malay,Bachelor,Married,Hospitality,Clerk,20,Part-time,8410.62,Very Unsatisfied,Yes,No,No,58.1,1.53,Unemployed,Citizen,English,Hybrid,No,15.6,No,2023-12-28
32,Female,Malay,High School,Widowed,Construction,Technician,3,Contract,13450.01,Unsatisfied,Yes,Yes,No,39.7,0.85,Student,Foreigner,Mandarin,Remote,Yes,16.6,Yes,2021-08-10
53,Female,Chinese,Diploma,Widowed,Hospitality,Laborer,6,Full-time,12757.17,Satisfied,Yes,No,No,36.7,1.68,Employed,Permanent Resident,Others,Remote,Yes,17.1,Yes,2023-06-04
39,Male,Malay,High School,Widowed,Information Technology,Engineer,25,Contract,14948.89,Neutral,Yes,Yes,Yes,49.8,1.49,Employed,Permanent Resident,Tamil,Hybrid,No,18.4,Yes,2021-05-06
64,Female,Chinese,Master,Married,Education,Doctor,15,Contract,14957,Satisfied,No,Yes,Yes,40.3,1.96,Unemployed,Citizen,English,Remote,No,11.9,No,2021-08-12
30,Female,Malay,Bachelor,Divorced,Finance,Clerk,6,Part-time,5974.73,Very Unsatisfied,Yes,Yes,Yes,57.7,1.79,Student,Citizen,Others,Hybrid,Yes,16.7,No,2021-08-19
54,Male,Others,Bachelor,Married,Education,Manager,19,Full-time,12093.97,Satisfied,No,No,Yes,42.4,0.79,Retired,Citizen,Others,On-site,Yes,5.6,No,2023-03-08
59,Female,Indian,Bachelor,Widowed,Education,Laborer,5,Full-time,5769.92,Very Unsatisfied,No,Yes,No,54.2,1.45,Retired,Citizen,Mandarin,Remote,Yes,12.9,No,2023-09-28
25,Female,Others,Diploma,Married,Education,Clerk,16,Part-time,13027.82,Very Unsatisfied,Yes,No,No,48.3,1.04,Retired,Citizen,Malay,Remote,Yes,16,Yes,2021-01-11
48,Female,Malay,PhD,Divorced,Hospitality,Engineer,23,Self-employed,12342.13,Very Unsatisfied,Yes,Yes,Yes,48.2,1.25,Retired,Citizen,Mandarin,Remote,No,11.9,No,2023-05-13
35,Female,Malay,Diploma,Married,Construction,Manager,6,Self-employed,7131.07,Very Unsatisfied,No,No,Yes,53.7,1.36,Student,Permanent Resident,Tamil,Remote,Yes,19.2,No,2023-03-25
31,Male,Chinese,High School,Widowed,Education,Manager,21,Self-employed,9399.68,Very Unsatisfied,Yes,No,No,45.2,1.84,Retired,Citizen,Mandarin,Hybrid,No,6.7,No,2022-04-10
32,Male,Chinese,High School,Divorced,Finance,Clerk,24,Full-time,6001.39,Very Satisfied,No,Yes,Yes,50.6,0.6,Student,Permanent Resident,Malay,On-site,Yes,17.6,No,2023-04-21
37,Female,Indian,Master,Divorced,Hospitality,Clerk,21,Full-time,12717.74,Very Unsatisfied,No,Yes,Yes,51.9,1.5,Employed,Citizen,Tamil,Remote,Yes,15.9,Yes,2022-10-15
37,Male,Chinese,High School,Divorced,Information Technology,Clerk,18,Full-time,7270.83,Very Satisfied,No,No,Yes,43.3,0.95,Unemployed,Citizen,Mandarin,Hybrid,Yes,11.6,No,2021-11-09
56,Female,Others,PhD,Widowed,Hospitality,Engineer,29,Part-time,14255.5,Unsatisfied,Yes,Yes,No,45.1,1.36,Retired,Citizen,English,On-site,No,12.6,Yes,2022-05-05
26,Female,Others,Diploma,Single,Education,Technician,25,Full-time,3992.25,Neutral,No,No,No,47.2,0.94,Unemployed,Permanent Resident,Tamil,On-site,Yes,19.6,No,2023-09-05
23,Male,Chinese,Bachelor,Widowed,Finance,Clerk,9,Self-employed,4573.81,Very Satisfied,Yes,No,No,38.9,1.02,Student,Permanent Resident,Malay,Remote,Yes,18.8,No,2023-08-23
42,Male,Chinese,PhD,Widowed,Information Technology,Teacher,10,Part-time,8685.04,Very Unsatisfied,No,No,Yes,35.3,0.95,Retired,Foreigner,Tamil,On-site,Yes,5,Yes,2022-04-09
60,Male,Indian,High School,Married,Healthcare,Doctor,29,Contract,8583.59,Very Unsatisfied,No,No,Yes,59.5,0.83,Student,Citizen,Others,Remote,Yes,17.9,Yes,2021-11-13
26,Male,Indian,Bachelor,Married,Information Technology,Manager,15,Contract,8348.9,Neutral,Yes,No,No,43.6,1.54,Employed,Permanent Resident,Others,On-site,Yes,6.9,Yes,2023-01-21
59,Male,Indian,High School,Married,Healthcare,Manager,12,Contract,13512.43,Very Satisfied,Yes,No,No,44.1,1.66,Employed,Foreigner,Tamil,Hybrid,Yes,10.7,Yes,2023-12-02
49,Female,Others,Diploma,Single,Finance,Laborer,22,Full-time,13324.19,Very Satisfied,Yes,No,No,35.7,1.89,Retired,Permanent Resident,Others,On-site,No,11.7,No,2021-01-21
36,Female,Others,High School,Widowed,Information Technology,Laborer,28,Part-time,3002.58,Very Satisfied,No,No,No,46.7,1.2,Retired,Foreigner,English,Hybrid,Yes,13,No,2021-02-03
21,Female,Malay,Bachelor,Married,Finance,Clerk,12,Self-employed,4866.73,Satisfied,No,Yes,No,44.3,0.88,Employed,Permanent Resident,English,On-site,No,18.6,No,2022-09-19
28,Female,Chinese,High School,Married,Education,Technician,19,Part-time,13636.83,Unsatisfied,Yes,No,No,39.1,0.59,Student,Citizen,Others,Remote,No,13.8,Yes,2023-01-15
36,Male,Indian,Bachelor,Divorced,Construction,Teacher,15,Contract,14778.69,Very Unsatisfied,Yes,Yes,Yes,53.3,0.78,Unemployed,Permanent Resident,Tamil,Hybrid,No,9.4,No,2023-03-03
42,Female,Malay,Master,Single,Education,Laborer,20,Part-time,9133.04,Very Satisfied,No,No,No,48.4,0.71,Unemployed,Citizen,Tamil,On-site,No,6.9,No,2023-03-07
57,Male,Malay,PhD,Married,Healthcare,Laborer,16,Part-time,4407.22,Satisfied,No,Yes,Yes,45,1.63,Student,Permanent Resident,English,Hybrid,No,18.5,Yes,2023-10-14
32,Female,Others,Master,Widowed,Information Technology,Clerk,0,Contract,5422.16,Satisfied,No,No,Yes,35.1,1.04,Employed,Permanent Resident,English,Remote,Yes,10.2,No,2022-04-10
48,Female,Others,PhD,Married,Hospitality,Technician,19,Part-time,5917.31,Neutral,No,No,No,48.8,0.88,Retired,Foreigner,Others,On-site,Yes,7.9,Yes,2023-01-16
36,Male,Others,Bachelor,Divorced,Information Technology,Manager,5,Full-time,13554.8,Neutral,Yes,Yes,No,37.4,1.65,Unemployed,Citizen,Tamil,Hybrid,No,11.7,Yes,2021-02-12
57,Female,Indian,Diploma,Divorced,Construction,Doctor,17,Full-time,13412.33,Neutral,Yes,Yes,No,48.6,1,Student,Citizen,Mandarin,On-site,No,5.8,No,2023-04-06
56,Female,Chinese,PhD,Single,Healthcare,Clerk,17,Self-employed,8752.48,Satisfied,No,No,Yes,55.2,1.2,Unemployed,Permanent Resident,Others,Remote,Yes,10.5,No,2023-07-14
41,Male,Malay,PhD,Divorced,Hospitality,Teacher,15,Part-time,11240.25,Neutral,No,No,Yes,49.5,1.38,Student,Foreigner,English,On-site,No,9.9,Yes,2023-05-25
22,Female,Indian,PhD,Widowed,Finance,Engineer,21,Full-time,13756.55,Neutral,Yes,No,No,56.5,1.41,Unemployed,Citizen,English,Hybrid,No,18.9,Yes,2022-08-05
55,Female,Others,Bachelor,Divorced,Hospitality,Technician,12,Full-time,8895.9,Unsatisfied,No,No,Yes,45.5,1.14,Student,Permanent Resident,Mandarin,Remote,No,11.8,Yes,2021-05-04
53,Female,Others,Bachelor,Widowed,Information Technology,Manager,25,Part-time,10403.71,Satisfied,No,Yes,Yes,36.9,0.85,Employed,Foreigner,Malay,Remote,Yes,13.5,Yes,2021-06-28
30,Female,Malay,Bachelor,Divorced,Finance,Manager,24,Part-time,10533.9,Satisfied,Yes,No,No,35.5,1.1,Retired,Permanent Resident,Others,Remote,Yes,5.7,No,2022-09-21
36,Male,Indian,High School,Single,Healthcare,Engineer,22,Full-time,9558.89,Very Satisfied,No,No,No,43.9,1.48,Unemployed,Foreigner,Mandarin,On-site,No,8.5,No,2022-07-26
33,Female,Indian,Master,Widowed,Information Technology,Clerk,17,Part-time,3361.54,Neutral,Yes,No,Yes,40.6,1.26,Retired,Citizen,Tamil,Remote,Yes,11.2,Yes,2021-10-18
60,Male,Chinese,PhD,Divorced,Education,Laborer,3,Part-time,12392.05,Satisfied,Yes,No,Yes,43.6,1.98,Employed,Citizen,Mandarin,Remote,No,5.1,Yes,2021-12-08
46,Female,Malay,Master,Widowed,Construction,Laborer,13,Contract,9142.1,Satisfied,Yes,Yes,No,37.4,1.72,Employed,Permanent Resident,Mandarin,Remote,No,5.9,No,2021-08-20
29,Male,Others,High School,Married,Education,Technician,24,Contract,8911.92,Satisfied,No,Yes,Yes,35.2,1.42,Retired,Permanent Resident,Malay,Remote,No,10.1,No,2021-07-08
27,Male,Others,Diploma,Divorced,Information Technology,Doctor,7,Full-time,4078.82,Very Satisfied,Yes,No,Yes,58.2,0.67,Retired,Citizen,Tamil,Hybrid,Yes,19.9,No,2021-01-16
31,Female,Others,High School,Divorced,Healthcare,Technician,19,Contract,14307.24,Very Satisfied,Yes,Yes,No,54.8,1.69,Retired,Permanent Resident,Malay,Hybrid,Yes,19.5,Yes,2021-10-07
60,Male,Others,Bachelor,Single,Hospitality,Clerk,15,Part-time,10994.34,Neutral,Yes,No,No,46.1,1.97,Student,Citizen,English,On-site,Yes,18.8,No,2021-04-13
28,Male,Indian,Diploma,Divorced,Healthcare,Engineer,7,Contract,6345.99,Satisfied,Yes,Yes,No,47.4,0.88,Student,Foreigner,Others,Remote,No,18.5,Yes,2022-01-15
61,Male,Malay,PhD,Widowed,Construction,Teacher,1,Part-time,6921.51,Neutral,No,Yes,No,45.3,1.62,Retired,Foreigner,Mandarin,Remote,No,5.6,No,2023-06-10
51,Male,Malay,Bachelor,Widowed,Construction,Teacher,4,Self-employed,5112.25,Very Satisfied,No,No,Yes,46.8,0.94,Retired,Foreigner,English,On-site,Yes,17,No,2023-04-06
42,Male,Malay,High School,Single,Finance,Engineer,5,Full-time,10188.11,Very Unsatisfied,Yes,No,No,46.4,1.01,Retired,Citizen,Others,Hybrid,Yes,14.3,No,2022-08-08
36,Male,Chinese,Master,Single,Information Technology,Doctor,11,Full-time,3898.8,Neutral,No,No,No,47.2,1.15,Unemployed,Permanent Resident,Tamil,On-site,Yes,17.6,No,2021-03-28
53,Female,Indian,High School,Single,Information Technology,Teacher,7,Part-time,3250.12,Unsatisfied,No,No,Yes,49,1.3,Employed,Permanent Resident,Mandarin,Hybrid,Yes,7.3,Yes,2022-11-09
63,Male,Indian,PhD,Divorced,Healthcare,Manager,22,Full-time,13497.8,Satisfied,No,No,Yes,53,1.62,Retired,Citizen,English,Remote,Yes,17.2,Yes,2023-11-19
53,Male,Indian,High School,Married,Finance,Laborer,5,Contract,2310.44,Neutral,No,No,No,52.6,1.69,Student,Foreigner,Tamil,On-site,Yes,14.9,No,2021-03-20
63,Male,Indian,Bachelor,Widowed,Healthcare,Laborer,19,Self-employed,7466.08,Very Unsatisfied,No,No,No,42.7,1.5,Student,Citizen,English,On-site,Yes,13.6,Yes,2023-03-04
48,Male,Chinese,Diploma,Married,Hospitality,Doctor,19,Part-time,14339.46,Very Unsatisfied,Yes,No,No,58.4,1.56,Student,Citizen,Tamil,Hybrid,Yes,14.4,No,2022-10-07
31,Male,Chinese,Master,Single,Construction,Teacher,12,Contract,4806.51,Satisfied,No,Yes,No,42.9,0.64,Employed,Citizen,Tamil,Remote,No,19.5,No,2021-01-20
41,Male,Chinese,PhD,Divorced,Finance,Technician,26,Full-time,9201.13,Satisfied,No,No,No,57.2,1.47,Retired,Permanent Resident,English,Remote,Yes,6.3,Yes,2023-09-08
53,Male,Malay,Master,Divorced,Finance,Clerk,7,Contract,7168.61,Very Unsatisfied,Yes,Yes,Yes,56.7,0.86,Student,Citizen,English,On-site,No,14.4,Yes,2021-05-01
52,Female,Chinese,PhD,Married,Healthcare,Teacher,8,Contract,6540.88,Unsatisfied,No,Yes,Yes,37.7,0.6,Employed,Permanent Resident,Malay,Remote,Yes,18.5,Yes,2022-02-18
34,Male,Others,High School,Married,Information Technology,Clerk,28,Contract,14516.02,Unsatisfied,Yes,No,No,55.5,0.59,Unemployed,Permanent Resident,Others,Hybrid,Yes,19.1,Yes,2021-06-05
33,Female,Malay,PhD,Married,Construction,Doctor,8,Contract,9141.36,Neutral,Yes,Yes,Yes,59,0.56,Student,Citizen,Tamil,Remote,No,11.9,Yes,2023-07-25
62,Female,Others,Diploma,Single,Hospitality,Doctor,7,Part-time,2281.88,Neutral,Yes,No,No,50,1.19,Unemployed,Foreigner,Mandarin,Remote,No,8.7,No,2021-02-11
60,Male,Malay,High School,Widowed,Education,Doctor,18,Contract,14227.86,Very Satisfied,Yes,No,No,57.9,0.85,Retired,Permanent Resident,Malay,Hybrid,Yes,16.7,Yes,2023-01-24
39,Male,Indian,High School,Widowed,Information Technology,Laborer,7,Self-employed,13644.47,Unsatisfied,Yes,Yes,No,39.2,1.3,Student,Permanent Resident,Mandarin,On-site,No,9.5,No,2021-03-09
51,Female,Others,Diploma,Single,Finance,Engineer,7,Self-employed,7453.98,Neutral,No,Yes,Yes,52.3,1.21,Unemployed,Citizen,English,Remote,Yes,19.7,Yes,2022-05-09
24,Female,Indian,PhD,Married,Information Technology,Clerk,22,Part-time,12759.45,Satisfied,Yes,No,No,44.4,1.54,Retired,Foreigner,English,On-site,No,10.1,Yes,2021-03-27
64,Female,Malay,Diploma,Divorced,Information Technology,Laborer,8,Part-time,12685.71,Very Satisfied,Yes,No,Yes,56.7,1.64,Retired,Permanent Resident,Malay,Hybrid,Yes,6.3,No,2022-10-20
33,Male,Chinese,Master,Divorced,Hospitality,Clerk,9,Contract,11810.69,Very Satisfied,Yes,No,No,45.3,1.77,Unemployed,Foreigner,Mandarin,On-site,Yes,15.2,Yes,2022-05-26
25,Female,Others,Master,Divorced,Healthcare,Doctor,6,Full-time,3870.8,Very Satisfied,No,No,Yes,46.4,1.44,Employed,Permanent Resident,Others,Remote,No,13.4,Yes,2022-09-19
32,Female,Malay,Bachelor,Single,Education,Laborer,14,Self-employed,7308.5,Very Satisfied,Yes,No,No,37.1,0.54,Employed,Permanent Resident,Tamil,Hybrid,Yes,6.6,Yes,2023-02-11
25,Female,Others,Diploma,Divorced,Finance,Teacher,17,Contract,10337.82,Neutral,No,Yes,Yes,58.1,1.26,Unemployed,Foreigner,Tamil,Remote,No,11.4,Yes,2022-05-08
42,Male,Indian,Diploma,Married,Hospitality,Doctor,4,Part-time,8575.3,Neutral,Yes,Yes,No,36.2,1.67,Student,Foreigner,Tamil,Hybrid,No,15.5,No,2022-05-09
23,Male,Malay,Bachelor,Married,Finance,Manager,10,Self-employed,2955.52,Satisfied,No,No,Yes,58.9,1.47,Employed,Permanent Resident,Malay,Remote,No,20,Yes,2023-11-09
53,Female,Malay,PhD,Single,Healthcare,Engineer,21,Contract,4104.36,Very Satisfied,Yes,Yes,No,40.5,2,Student,Foreigner,English,Remote,Yes,16,No,2023-02-15
33,Male,Chinese,High School,Divorced,Finance,Engineer,21,Self-employed,3319.63,Unsatisfied,Yes,Yes,Yes,40.7,1.2,Unemployed,Foreigner,Mandarin,Hybrid,Yes,10.9,Yes,2022-02-14
61,Female,Chinese,Diploma,Widowed,Information Technology,Engineer,16,Part-time,9066.29,Neutral,Yes,No,No,44.4,1.37,Unemployed,Permanent Resident,English,Remote,No,17.3,Yes,2022-10-18
60,Male,Others,High School,Single,Education,Laborer,11,Part-time,11659.96,Neutral,No,No,No,42.3,1.9,Student,Permanent Resident,Tamil,On-site,No,12.7,No,2023-02-27
26,Male,Indian,PhD,Divorced,Information Technology,Engineer,23,Part-time,6608.2,Unsatisfied,Yes,Yes,No,54.8,0.96,Unemployed,Permanent Resident,Mandarin,Remote,No,15.7,Yes,2021-03-05
59,Female,Chinese,Diploma,Divorced,Education,Clerk,20,Part-time,14927.32,Satisfied,No,No,No,58.5,1.23,Student,Foreigner,Malay,Remote,No,10.3,No,2022-02-21
54,Female,Chinese,PhD,Divorced,Construction,Manager,20,Self-employed,5495.38,Unsatisfied,Yes,No,No,50.4,0.51,Student,Foreigner,English,On-site,No,15,No,2022-06-07
23,Female,Chinese,High School,Widowed,Finance,Technician,25,Contract,9881.98,Very Satisfied,Yes,Yes,Yes,56.8,1.25,Employed,Foreigner,Others,On-site,No,7.9,Yes,2022-02-06
32,Female,Chinese,High School,Divorced,Hospitality,Clerk,13,Contract,3281.55,Neutral,No,No,Yes,42.7,0.8,Employed,Permanent Resident,Tamil,Remote,Yes,11.3,Yes,2021-02-18
63,Female,Chinese,Master,Widowed,Healthcare,Manager,28,Self-employed,7348.33,Neutral,No,No,Yes,51.6,0.78,Employed,Permanent Resident,Others,Hybrid,Yes,12.2,Yes,2023-10-22
42,Female,Others,PhD,Single,Construction,Clerk,14,Self-employed,3642.1,Very Unsatisfied,Yes,No,Yes,43.7,1.55,Retired,Foreigner,English,Hybrid,No,10.6,No,2023-11-18
55,Male,Malay,Diploma,Single,Information Technology,Clerk,13,Full-time,12698.82,Neutral,Yes,Yes,No,55.4,0.74,Employed,Citizen,Malay,Remote,Yes,9.9,Yes,2022-07-15
47,Female,Others,PhD,Single,Construction,Technician,5,Self-employed,6414.02,Neutral,Yes,No,Yes,43.3,1.47,Employed,Citizen,Mandarin,Remote,No,8.1,Yes,2023-11-14
24,Female,Chinese,PhD,Widowed,Information Technology,Engineer,18,Full-time,5339.75,Satisfied,Yes,Yes,No,45.7,0.82,Employed,Permanent Resident,Others,On-site,No,13,Yes,2023-05-26
57,Female,Indian,High School,Widowed,Healthcare,Technician,1,Self-employed,14645.91,Neutral,Yes,Yes,Yes,54.2,1.63,Retired,Foreigner,Others,Hybrid,Yes,16.4,Yes,2023-05-06
30,Female,Indian,Master,Single,Construction,Manager,24,Contract,6996.03,Satisfied,Yes,Yes,Yes,51.3,1.52,Unemployed,Foreigner,Others,On-site,No,19.8,No,2022-09-16
53,Female,Indian,Bachelor,Widowed,Finance,Clerk,3,Contract,2745.79,Unsatisfied,Yes,No,Yes,44.4,1.61,Student,Citizen,Mandarin,On-site,Yes,8.6,Yes,2023-06-19
41,Female,Malay,PhD,Widowed,Finance,Engineer,1,Self-employed,13447.85,Unsatisfied,Yes,No,No,49.8,1.13,Unemployed,Permanent Resident,English,On-site,Yes,10.9,No,2021-04-11
60,Female,Malay,Master,Married,Hospitality,Doctor,17,Part-time,3348.6,Very Unsatisfied,Yes,No,Yes,45.7,1.7,Retired,Citizen,Mandarin,On-site,Yes,16.6,Yes,2021-08-08
36,Female,Malay,PhD,Single,Hospitality,Engineer,10,Self-employed,9654.15,Satisfied,No,Yes,Yes,52.6,1.6,Student,Foreigner,Tamil,Hybrid,No,7.2,Yes,2023-04-13
31,Male,Malay,Master,Married,Hospitality,Doctor,23,Contract,10097.71,Very Unsatisfied,Yes,No,Yes,55.8,1.55,Employed,Foreigner,Malay,Hybrid,Yes,6.1,No,2023-08-25
43,Male,Malay,Master,Widowed,Finance,Technician,9,Full-time,9711.9,Satisfied,Yes,No,No,46.4,1.85,Employed,Permanent Resident,English,On-site,No,17.9,No,2022-04-11
62,Female,Malay,High School,Divorced,Education,Engineer,19,Part-time,7586.84,Very Satisfied,No,Yes,No,57.7,0.85,Student,Foreigner,Tamil,On-site,No,19.9,Yes,2022-10-01
20,Female,Indian,High School,Divorced,Education,Technician,3,Part-time,2459.72,Very Unsatisfied,No,No,Yes,51,1.03,Student,Foreigner,Mandarin,Remote,No,12.5,Yes,2021-02-10
39,Female,Indian,Diploma,Married,Construction,Teacher,8,Contract,3100.64,Unsatisfied,Yes,No,No,41.8,0.63,Student,Permanent Resident,Mandarin,Remote,Yes,16.2,No,2022-07-26
20,Male,Chinese,PhD,Widowed,Hospitality,Doctor,8,Self-employed,2325.04,Satisfied,Yes,Yes,No,44.6,2,Employed,Citizen,Mandarin,Hybrid,No,5.3,No,2022-02-21
47,Female,Chinese,Master,Widowed,Information Technology,Laborer,18,Full-time,6659.92,Satisfied,Yes,No,Yes,54.4,0.57,Retired,Foreigner,English,On-site,No,8.1,Yes,2022-05-13
25,Male,Others,High School,Widowed,Hospitality,Teacher,25,Self-employed,4345,Satisfied,No,No,No,52.8,0.74,Retired,Foreigner,Others,Hybrid,No,12.2,Yes,2021-03-04
42,Female,Chinese,High School,Widowed,Construction,Manager,27,Full-time,2729.22,Very Unsatisfied,No,Yes,Yes,43.3,0.82,Unemployed,Permanent Resident,Others,Remote,Yes,6.2,Yes,2021-01-21
48,Male,Malay,Master,Single,Construction,Teacher,2,Part-time,4026.84,Satisfied,No,Yes,Yes,49.8,1.02,Unemployed,Citizen,Others,Hybrid,Yes,18.3,No,2023-05-20
40,Female,Chinese,High School,Widowed,Education,Teacher,25,Contract,14300.62,Very Satisfied,Yes,No,Yes,44.3,1.54,Employed,Permanent Resident,English,On-site,Yes,10.4,Yes,2022-02-25
