Year,Month,Region,Category,Product,Units Sold,Unit Price,Cost of Goods Sold,Marketing Spend,Customer Ratings
2018,5,Thailand,Personal Care,Shaver,1405.0,1539.98,1167.38,18284.9,3.9
2021,11,Malaysia,Entertainment,Streaming Device,378.0,1075.81,227.34,7677.26,3.0
2022,5,Philippines,Computers,Printer,475.0,1072.46,574.36,18983.46,1.3
2021,4,Indonesia,Computers,Laptop,770.0,764.11,934.22,11129.85,4.7
2021,8,Malaysia,Personal Care,Hair Straightener,890.0,956.54,81.91,13540.13,2.4
2018,3,Indonesia,Entertainment,Sound System,258.0,1127.72,811.78,12104.28,4.5
2018,11,Singapore,Computers,Laptop,1291.0,1812.15,1214.65,3656.62,2.0
2020,5,Malaysia,Entertainment,Sound System,1283.0,717.03,397.36,35840.13,2.2
2021,2,Philippines,Personal Care,Hair Dryer,415.0,1729.93,446.45,39702.0,3.5
2018,4,Malaysia,Electronics,Portable Speaker,1294.0,196.07,124.41,13967.78,4.6
2020,4,Singapore,Computers,Laptop,1238.0,1121.57,953.47,41611.06,2.6
2022,4,Malaysia,Home Appliances,Microwave,673.0,890.42,862.59,1004.45,4.3
2018,3,Philippines,Personal Care,Facial Cleanser,64.0,1579.77,453.1,1086.45,3.1
2018,3,Malaysia,Electronics,Camera,1113.0,1985.57,1030.27,49940.53,3.6
2022,11,Indonesia,Entertainment,Gaming Console,980.0,19999.4,323.45,10351.02,3.2
2022,11,Thailand,Home Appliances,Dryer,1491.0,305.33,633.55,30506.13,2.6
2018,11,Malaysia,Home Appliances,Air Conditioner,262.0,146.93,1106.04,12916.95,1.8
2022,2,Malaysia,Electronics,Smartphone,497.0,1084.27,354.99,30323.1,2.2
2022,8,Singapore,Personal Care,Facial Cleanser,611.0,1895.18,1115.57,12862.09,4.4
2020,4,Indonesia,Computers,Keyboard,1434.0,1328.39,858.6,37389.64,4.5
2018,4,Malaysia,Computers,Keyboard,1432.0,1016.4,1072.93,22910.55,1.1
2022,5,Malaysia,Entertainment,Gaming Console,1263.0,907.6,1444.76,29486.91,2.6
2020,12,Malaysia,Computers,Keyboard,1220.0,1339.29,648.98,7002.39,4.2
2018,6,Thailand,Electronics,E-reader,,,1106.29,20427.96,
2018,6,Singapore,Home Appliances,Washing Machine,791.0,1835.15,1332.16,6267.43,3.8
2018,6,Singapore,Home Appliances,Blender,939.0,1653.99,514.24,41750.92,3.6
2022,10,Malaysia,Computers,Laptop,221.0,1295.71,1091.58,14729.05,3.6
2022,7,Singapore,Computers,Laptop,452.0,74.81,566.77,2753.25,5.0
2021,7,Thailand,Computers,Keyboard,221.0,160.58,1054.38,38901.01,3.0
2020,11,Indonesia,Home Appliances,Blender,394.0,1196.22,784.19,26537.69,1.3
2021,2,Thailand,Personal Care,Hair Straightener,1248.0,190.1,128.38,26248.43,2.3
2020,8,Thailand,Computers,Monitor,619.0,457.13,569.73,24869.77,3.7
2019,3,Indonesia,Electronics,E-reader,1446.0,376.15,181.32,28653.93,1.8
2021,7,Indonesia,Home Appliances,Air Conditioner,761.0,1117.64,26.64,3173.43,4.3
2018,3,Singapore,Computers,External Hard Drive,220.0,1056.14,133.09,48924.69,4.6
2019,1,Malaysia,Computers,Printer,776.0,221.96,1052.97,44425.0,3.4
2019,8,Indonesia,Electronics,Portable Speaker,652.0,1285.42,140.56,45248.04,4.4
2019,1,Singapore,Personal Care,Hair Straightener,1383.0,1728.41,1427.57,6672.43,2.5
2020,3,Malaysia,Personal Care,Facial Cleanser,585.0,1034.62,726.32,5101.34,3.2
2022,9,Malaysia,Entertainment,DVD Player,742.0,19999.4,553.99,42595.88,1.8
2022,6,Philippines,Personal Care,Massager,575.0,1115.0,1310.19,3974.4,2.6
2019,4,Indonesia,Personal Care,Shaver,1241.0,900.97,874.73,42891.25,3.8
2022,12,Philippines,Personal Care,Massager,866.0,360.6,1024.26,42691.08,4.2
2018,10,Thailand,Entertainment,Gaming Console,735.0,1056.57,1326.18,29680.15,3.4
2022,4,Indonesia,Entertainment,VR Headset,249.0,1843.01,758.81,45817.68,1.7
2020,5,Malaysia,Electronics,Portable Speaker,1255.0,1681.67,32.36,11744.95,2.6
2019,5,Singapore,Computers,Monitor,1045.0,234.18,318.22,33927.26,2.3
2021,7,Indonesia,Home Appliances,Washing Machine,1379.0,1899.11,1469.07,5211.11,1.9
2018,6,Malaysia,Computers,Monitor,770.0,384.95,1216.1,28910.18,1.7
2021,10,Malaysia,Home Appliances,Refrigerator,288.0,639.95,495.29,13940.06,3.4
2019,8,Thailand,Electronics,Portable Speaker,,,96.81,36275.08,
2019,9,Malaysia,Personal Care,Hair Dryer,1066.0,1634.63,299.74,47725.16,1.3
2021,12,Malaysia,Home Appliances,Blender,785.0,133.54,1434.4,49634.39,2.0
2019,12,Malaysia,Home Appliances,Dryer,785.0,1987.27,105.08,6324.23,1.5
2019,8,Malaysia,Electronics,Portable Speaker,592.0,271.82,390.64,35453.61,2.0
2019,11,Thailand,Home Appliances,Dryer,842.0,1972.34,910.07,18703.38,1.3
2022,10,Thailand,Computers,Printer,950.0,479.02,1304.85,48892.71,3.4
2022,1,Indonesia,Electronics,Portable Speaker,1444.0,629.96,42.94,29577.7,3.2
2020,6,Singapore,Electronics,Tablet,1205.0,673.72,844.81,7163.47,1.0
2021,8,Malaysia,Electronics,Camera,517.0,964.54,860.94,30242.81,4.0
2018,8,Singapore,Personal Care,Facial Cleanser,120.0,1220.67,262.92,39997.06,4.5
2021,3,Thailand,Computers,Laptop,859.0,1174.16,841.19,11699.68,2.4
2021,4,Malaysia,Electronics,Smartwatch,669.0,74.48,849.74,38860.14,4.3
2020,2,Thailand,Home Appliances,Air Conditioner,1453.0,663.97,524.43,32324.79,2.1
2022,2,Thailand,Electronics,E-reader,1452.0,1035.75,1228.8,7519.0,3.8
2018,12,Malaysia,Computers,Desktop,702.0,156.16,1442.67,36949.88,3.8
2018,12,Malaysia,Home Appliances,Dryer,465.0,1852.82,565.69,12894.6,1.4
2020,3,Singapore,Electronics,E-reader,,,1093.1,3033.86,
2019,12,Malaysia,Electronics,Portable Speaker,1083.0,766.91,682.25,9509.33,1.5
2021,4,Indonesia,Computers,Desktop,648.0,1439.3,140.71,9498.47,3.6
2021,9,Malaysia,Home Appliances,Washing Machine,1173.0,821.47,1313.91,27861.2,1.6
2018,2,Philippines,Electronics,Camera,423.0,248.51,1451.51,31480.16,4.9
2021,9,Singapore,Entertainment,Television,467.0,1365.53,897.5,18085.31,3.2
2018,7,Indonesia,Home Appliances,Dryer,718.0,1765.87,1227.8,19930.6,2.6
2022,12,Singapore,Entertainment,VR Headset,430.0,357.86,134.04,6440.15,3.8
2022,3,Indonesia,Home Appliances,Washing Machine,51.0,110.0,1322.6,16368.38,3.3
2018,5,Indonesia,Electronics,Smartphone,287.0,1505.33,564.07,33498.07,3.2
2020,9,Philippines,Home Appliances,Refrigerator,1233.0,525.41,306.31,4474.42,4.8
2021,8,Malaysia,Computers,Keyboard,1040.0,1504.45,1418.08,49489.25,2.9
2018,9,Singapore,Electronics,Portable Speaker,1272.0,1841.14,1450.29,31064.25,3.1
2020,11,Indonesia,Computers,Desktop,1289.0,1453.33,128.18,45260.72,3.7
2022,4,Malaysia,Home Appliances,Air Conditioner,674.0,1203.07,1463.44,24493.24,3.8
2021,9,Thailand,Entertainment,Gaming Console,,,351.66,29100.61,
2021,3,Singapore,Computers,Desktop,1444.0,1683.37,789.64,2247.44,2.0
2022,1,Indonesia,Electronics,Camera,756.0,1366.61,178.47,14174.83,4.3
2019,12,Thailand,Personal Care,Facial Cleanser,310.0,544.48,293.19,24954.83,4.6
2018,12,Indonesia,Computers,Laptop,752.0,1836.71,292.34,26260.57,3.3
2020,6,Philippines,Computers,Keyboard,830.0,1973.25,419.28,26742.56,2.9
2020,1,Philippines,Electronics,Portable Speaker,972.0,56.4,138.27,23621.34,3.9
2019,7,Thailand,Entertainment,VR Headset,1161.0,926.61,413.64,21496.67,1.7
2020,5,Singapore,Computers,Desktop,693.0,593.83,293.19,14694.98,1.7
2020,8,Indonesia,Personal Care,Shaver,292.0,1469.97,907.12,12516.55,1.6
2021,4,Philippines,Computers,Keyboard,901.0,307.83,1009.16,28934.25,1.1
2018,2,Thailand,Home Appliances,Microwave,177.0,1140.68,1381.24,35496.77,4.5
2021,12,Singapore,Home Appliances,Microwave,409.0,1302.12,643.5,6282.24,3.7
2022,2,Philippines,Home Appliances,Refrigerator,746.0,1542.45,802.87,48995.91,2.3
2021,6,Philippines,Electronics,E-reader,1241.0,496.56,1296.49,21597.39,4.2
2019,9,Malaysia,Entertainment,VR Headset,427.0,970.33,1117.92,38524.45,3.5
2018,2,Thailand,Personal Care,Massager,621.0,154.49,1308.43,12250.8,2.8
2019,5,Indonesia,Entertainment,Sound System,882.0,925.97,1053.44,32812.9,1.3
2018,11,Philippines,Home Appliances,Dryer,1286.0,1715.77,1432.89,44286.25,2.4
2018,6,Thailand,Personal Care,Hair Dryer,1036.0,1786.98,632.92,23022.69,1.3
2018,6,Philippines,Computers,External Hard Drive,1086.0,338.64,1023.27,47500.95,4.4
2020,3,Malaysia,Entertainment,DVD Player,987.0,1868.97,231.61,5022.06,1.9
2021,5,Malaysia,Home Appliances,Air Conditioner,1333.0,371.75,769.44,47809.78,2.8
2020,7,Malaysia,Electronics,Smartwatch,682.0,1205.2,1096.12,39005.02,3.4
2020,3,Singapore,Electronics,E-reader,564.0,1732.03,213.56,17594.12,2.4
2021,4,Philippines,Electronics,E-reader,255.0,1424.4,761.98,18544.76,4.9
2019,7,Singapore,Computers,Keyboard,850.0,586.11,1347.32,24081.47,4.5
2018,4,Indonesia,Entertainment,Streaming Device,461.0,272.03,1492.92,27197.52,3.6
2019,5,Thailand,Home Appliances,Microwave,986.0,801.66,1188.28,43227.39,2.6
2019,7,Indonesia,Personal Care,Electric Toothbrush,507.0,1215.25,158.22,33153.29,3.7
2022,2,Singapore,Computers,Printer,1321.0,1864.06,591.46,42720.89,1.5
2020,7,Thailand,Electronics,E-reader,1040.0,606.19,838.36,3218.91,2.3
2018,9,Philippines,Entertainment,Television,1341.0,437.42,270.91,30438.01,2.8
2021,3,Malaysia,Personal Care,Hair Straightener,736.0,1208.98,767.2,30654.94,3.1
2019,11,Thailand,Home Appliances,Blender,885.0,1334.04,1209.21,6702.76,3.3
2022,2,Singapore,Personal Care,Massager,148.0,1694.01,1199.83,3462.97,4.9
2022,2,Malaysia,Electronics,E-reader,1325.0,747.92,1112.62,14739.91,3.0
2019,10,Thailand,Entertainment,DVD Player,62.0,104.96,917.6,20024.49,3.8
2019,9,Malaysia,Computers,Laptop,1131.0,1962.88,1393.17,23909.9,2.2
2022,10,Malaysia,Electronics,Smartwatch,,,770.07,15427.18,
2020,7,Singapore,Personal Care,Hair Dryer,1470.0,215.15,330.83,29989.43,3.5
2022,3,Singapore,Computers,Printer,927.0,804.4,1471.27,21495.1,2.8
2022,12,Malaysia,Computers,Keyboard,1454.0,1859.65,1250.26,29596.7,3.3
2022,5,Thailand,Computers,External Hard Drive,353.0,1959.12,1114.05,27481.17,4.6
2020,1,Philippines,Personal Care,Electric Toothbrush,253.0,1471.56,1005.0,36029.43,2.4
2020,9,Thailand,Home Appliances,Dryer,417.0,1372.32,1275.75,3549.0,4.0
2020,9,Indonesia,Computers,Monitor,311.0,597.77,593.24,36286.25,3.6
2021,11,Indonesia,Personal Care,Massager,1469.0,482.35,768.69,44452.56,2.9
2021,6,Singapore,Home Appliances,Microwave,1403.0,481.08,1494.43,28645.93,3.1
2021,6,Philippines,Computers,Desktop,,,558.29,41462.91,
2021,8,Philippines,Entertainment,Streaming Device,,,1384.65,10119.33,
2018,2,Philippines,Home Appliances,Refrigerator,278.0,1554.63,963.65,49527.41,2.5
2018,3,Philippines,Personal Care,Shaver,1056.0,388.69,108.7,21337.81,2.2
2018,11,Singapore,Personal Care,Hair Straightener,185.0,1468.8,884.05,6517.44,2.4
2019,11,Malaysia,Electronics,Smartwatch,,,1148.73,39202.78,
2018,11,Malaysia,Personal Care,Electric Toothbrush,1457.0,1724.8,1121.47,7186.85,1.9
2019,12,Thailand,Electronics,Smartphone,1030.0,372.72,1333.22,20930.05,1.3
2022,7,Thailand,Personal Care,Electric Toothbrush,713.0,1370.83,260.84,31014.44,3.1
2018,7,Singapore,Home Appliances,Washing Machine,1174.0,349.14,116.41,4644.55,5.0
2020,8,Philippines,Entertainment,VR Headset,1245.0,1208.68,1208.52,28746.46,3.0
2021,10,Philippines,Electronics,Smartwatch,896.0,309.79,764.29,25852.78,4.5
2019,11,Indonesia,Home Appliances,Microwave,723.0,1412.13,628.87,3385.15,2.3
2022,3,Thailand,Computers,Laptop,1422.0,724.47,447.84,43516.73,2.9
2018,3,Malaysia,Computers,Printer,1313.0,1104.29,302.69,41885.66,3.7
2021,11,Thailand,Home Appliances,Blender,373.0,1690.42,1200.91,27814.36,2.6
2020,8,Philippines,Electronics,E-reader,325.0,1114.14,983.47,11689.2,4.3
2022,6,Philippines,Home Appliances,Microwave,437.0,742.24,264.1,24017.66,3.9
2020,10,Singapore,Home Appliances,Air Conditioner,,,377.85,18406.62,
2018,6,Malaysia,Personal Care,Hair Straightener,802.0,1752.95,809.13,33005.49,4.5
2019,12,Thailand,Entertainment,VR Headset,226.0,581.88,81.34,36575.51,1.4
2022,5,Thailand,Entertainment,Sound System,1462.0,1916.72,258.76,27932.34,1.6
2018,5,Malaysia,Personal Care,Facial Cleanser,375.0,1631.54,1497.63,48238.23,2.5
2018,10,Malaysia,Home Appliances,Refrigerator,1230.0,737.9,1299.9,12005.7,1.1
2019,9,Malaysia,Personal Care,Shaver,1085.0,1285.85,1351.6,16740.84,4.1
2019,1,Thailand,Personal Care,Facial Cleanser,96.0,1683.63,269.02,32088.6,1.7
2018,7,Philippines,Electronics,Tablet,1438.0,983.12,1004.79,47236.76,2.8
2019,9,Thailand,Entertainment,Streaming Device,1352.0,753.19,146.59,26526.15,3.2
2022,12,Singapore,Personal Care,Massager,650.0,488.5,850.9,28859.14,1.4
2019,4,Malaysia,Electronics,Smartwatch,1317.0,704.18,1211.63,31085.0,3.2
2022,9,Malaysia,Entertainment,Television,1366.0,1126.35,604.17,27878.79,2.6
2018,1,Malaysia,Home Appliances,Air Conditioner,1447.0,19999.4,833.26,20309.98,1.8
2021,6,Thailand,Computers,Desktop,249.0,1800.8,394.93,47164.66,4.4
2018,3,Indonesia,Personal Care,Massager,1183.0,1811.35,947.41,7733.42,3.7
2018,11,Malaysia,Personal Care,Hair Dryer,1048.0,1704.49,1354.92,32008.22,4.1
2018,8,Singapore,Electronics,Smartphone,605.0,143.52,389.69,44447.04,4.3
2022,1,Indonesia,Entertainment,Sound System,1399.0,465.23,634.28,22346.15,3.5
2021,12,Malaysia,Computers,External Hard Drive,1057.0,408.3,880.28,16918.29,3.4
2019,12,Indonesia,Personal Care,Hair Dryer,474.0,225.71,424.56,4758.25,4.4
2020,9,Singapore,Entertainment,Streaming Device,1104.0,1114.71,1374.4,6969.69,4.8
2022,10,Thailand,Home Appliances,Refrigerator,1029.0,566.36,1342.59,48622.6,2.1
2018,11,Singapore,Home Appliances,Dryer,1004.0,1430.48,1168.82,32104.92,2.5
2018,7,Thailand,Entertainment,Streaming Device,196.0,288.28,1259.05,46089.34,4.8
2020,7,Malaysia,Electronics,Smartwatch,1301.0,1180.98,381.13,32512.08,2.7
2019,10,Philippines,Entertainment,Streaming Device,14990.0,1165.27,736.01,17213.42,1.6
2021,12,Thailand,Entertainment,DVD Player,459.0,1237.5,921.34,8683.81,2.1
2018,10,Indonesia,Electronics,Smartphone,431.0,1971.97,1286.91,47649.62,1.6
2020,5,Singapore,Home Appliances,Blender,1325.0,767.88,611.77,33845.64,3.9
2018,8,Indonesia,Entertainment,Sound System,236.0,932.78,934.54,28358.74,1.2
2020,4,Singapore,Computers,External Hard Drive,670.0,178.95,600.36,36225.64,2.0
2019,6,Thailand,Entertainment,DVD Player,443.0,1291.45,503.16,14301.47,3.5
2020,7,Malaysia,Personal Care,Massager,196.0,909.53,807.79,28917.17,3.2
2018,12,Singapore,Computers,Laptop,556.0,340.8,720.34,23817.45,3.7
2022,10,Singapore,Computers,Monitor,893.0,419.74,1397.78,14824.9,2.8
2019,1,Singapore,Personal Care,Hair Straightener,1180.0,1757.84,1332.5,30176.75,1.0
2020,4,Philippines,Computers,Printer,582.0,1899.13,949.84,31883.66,4.2
2022,8,Malaysia,Electronics,E-reader,1428.0,1866.02,492.45,17830.91,3.1
2021,11,Indonesia,Computers,Printer,932.0,1928.84,1138.17,2505.4,3.5
2021,6,Thailand,Home Appliances,Refrigerator,1041.0,220.49,277.16,12826.54,4.4
2020,9,Malaysia,Entertainment,Streaming Device,464.0,1025.75,1390.39,12102.73,3.6
2019,7,Thailand,Entertainment,Sound System,,,484.19,41018.46,
2018,9,Singapore,Computers,Desktop,1407.0,1717.78,489.27,34875.58,1.7
2021,2,Singapore,Electronics,Camera,947.0,121.68,73.24,42767.56,2.7
2022,12,Indonesia,Electronics,Tablet,957.0,1701.06,653.61,21803.94,2.0
2022,11,Indonesia,Entertainment,Television,1199.0,1833.34,1071.84,20481.23,1.7
2022,2,Thailand,Home Appliances,Refrigerator,531.0,567.68,1201.5,47421.78,1.1
2021,4,Singapore,Computers,Monitor,1476.0,487.46,146.04,17510.22,1.9
2020,1,Thailand,Personal Care,Shaver,1153.0,1261.12,1348.78,16372.25,4.4
2021,4,Philippines,Entertainment,VR Headset,663.0,451.89,1112.87,5735.64,1.8
2019,8,Philippines,Entertainment,Gaming Console,795.0,687.91,1103.12,36432.8,4.3
2019,12,Philippines,Personal Care,Massager,1470.0,1448.86,245.59,3708.44,4.7
2020,10,Philippines,Home Appliances,Refrigerator,759.0,357.64,217.71,39550.11,3.9
2022,12,Singapore,Personal Care,Hair Dryer,977.0,1210.08,1343.55,27948.76,1.5
2021,9,Philippines,Computers,Printer,777.0,1717.46,269.03,24727.35,3.1
2020,3,Indonesia,Home Appliances,Washing Machine,117.0,1721.41,948.09,9326.09,3.2
2018,8,Indonesia,Computers,Monitor,1244.0,176.15,810.43,11489.66,2.0
2019,8,Thailand,Electronics,E-reader,1305.0,1010.23,230.71,49868.47,2.1
2018,4,Indonesia,Entertainment,VR Headset,1108.0,527.25,718.63,30090.41,4.3
2018,8,Indonesia,Personal Care,Massager,940.0,71.67,191.28,41182.47,4.7
2021,11,Malaysia,Entertainment,Sound System,1249.0,1760.78,956.83,17681.94,1.3
2020,8,Indonesia,Computers,Printer,587.0,865.17,1340.66,26616.26,3.6
2018,12,Malaysia,Entertainment,Streaming Device,285.0,1554.55,1471.57,11024.04,1.8
2018,8,Thailand,Personal Care,Massager,1278.0,1330.94,1485.55,39182.83,3.1
2022,12,Malaysia,Computers,Monitor,1316.0,467.61,521.93,39944.77,4.1
2022,3,Malaysia,Electronics,Smartwatch,564.0,509.2,416.76,47482.41,1.2
2018,7,Thailand,Entertainment,VR Headset,769.0,1637.39,536.1,45996.61,1.6
2021,1,Singapore,Computers,Printer,65.0,829.88,1291.12,12812.91,3.5
2018,4,Malaysia,Entertainment,Sound System,1066.0,144.21,148.68,14845.9,1.2
2019,9,Indonesia,Electronics,E-reader,745.0,117.62,793.56,17164.19,2.9
2020,2,Thailand,Computers,Keyboard,892.0,639.53,1431.82,17158.72,4.3
2021,12,Singapore,Home Appliances,Refrigerator,1173.0,1053.55,586.1,36256.71,1.4
2022,7,Singapore,Computers,Laptop,1235.0,1725.76,1198.06,42523.6,4.9
2020,3,Thailand,Electronics,E-reader,479.0,69.17,1405.36,30233.07,2.3
2019,1,Singapore,Personal Care,Hair Straightener,14990.0,1122.73,51.55,40221.48,2.5
2021,2,Thailand,Computers,Printer,1379.0,59.9,925.87,48384.22,2.3
2021,12,Malaysia,Electronics,Portable Speaker,917.0,1348.35,755.86,47070.92,2.0
2021,8,Thailand,Computers,Laptop,1288.0,580.64,461.36,36774.88,2.6
2022,2,Singapore,Electronics,Smartphone,1335.0,561.94,715.45,45447.05,4.4
2020,9,Philippines,Entertainment,DVD Player,426.0,1620.1,74.76,49406.43,3.6
2019,8,Indonesia,Home Appliances,Blender,1131.0,959.08,732.54,15831.72,3.5
2018,3,Malaysia,Computers,Monitor,501.0,675.23,1171.26,8405.95,1.2
2018,3,Philippines,Computers,External Hard Drive,1054.0,1492.96,435.88,25100.21,4.6
2018,4,Philippines,Home Appliances,Air Conditioner,1392.0,820.03,919.79,48354.89,1.6
2020,1,Thailand,Personal Care,Electric Toothbrush,1087.0,1735.36,1031.2,48558.17,1.6
2021,12,Indonesia,Electronics,Portable Speaker,89.0,135.82,317.84,7925.47,2.8
2019,10,Thailand,Computers,Keyboard,945.0,568.14,251.04,21965.97,1.3
2022,12,Malaysia,Computers,Keyboard,385.0,1827.78,1022.78,24803.46,1.7
2021,10,Singapore,Home Appliances,Dryer,,,452.29,4265.63,
2022,8,Malaysia,Electronics,Smartwatch,795.0,577.31,1389.71,46572.71,4.9
2021,5,Philippines,Personal Care,Facial Cleanser,,,1248.11,28617.62,
2018,12,Malaysia,Electronics,Smartphone,1077.0,1616.97,769.64,8356.25,4.4
2021,9,Indonesia,Entertainment,Streaming Device,1273.0,1221.05,1071.73,23455.75,2.4
2018,3,Thailand,Computers,Desktop,265.0,1818.72,1330.69,25045.47,4.7
2018,1,Philippines,Electronics,Tablet,1055.0,113.26,479.96,14412.2,4.0
2019,5,Singapore,Electronics,Camera,674.0,136.44,147.7,4606.58,2.1
2019,8,Singapore,Computers,External Hard Drive,327.0,905.55,505.85,19415.18,2.7
2022,12,Singapore,Home Appliances,Blender,310.0,1924.73,283.15,31467.24,3.6
2022,8,Indonesia,Entertainment,Television,228.0,84.09,957.72,24678.18,3.9
2020,2,Malaysia,Computers,Desktop,1379.0,535.35,1454.89,4225.25,2.7
2020,12,Indonesia,Computers,Laptop,733.0,519.17,1491.12,10046.23,2.8
2022,3,Singapore,Entertainment,Gaming Console,450.0,1653.48,90.74,20981.09,3.6
2019,8,Indonesia,Computers,Keyboard,691.0,1287.93,572.92,40936.74,4.9
2018,11,Indonesia,Home Appliances,Washing Machine,644.0,349.85,970.38,48141.3,3.0
2020,6,Malaysia,Electronics,Smartwatch,635.0,1465.13,1040.73,19616.29,3.7
2019,10,Malaysia,Home Appliances,Blender,1345.0,461.83,189.56,17864.5,3.6
2018,10,Thailand,Personal Care,Hair Dryer,1341.0,1203.39,24.38,12906.32,1.4
2020,1,Indonesia,Computers,External Hard Drive,521.0,653.39,612.58,28640.57,4.0
2019,3,Malaysia,Computers,Monitor,743.0,1714.54,355.84,43622.2,2.7
2022,5,Thailand,Computers,External Hard Drive,393.0,1547.32,1412.86,4409.37,4.8
2019,4,Philippines,Personal Care,Massager,1089.0,726.84,155.46,40263.82,1.6
2020,10,Indonesia,Home Appliances,Washing Machine,375.0,306.62,471.48,23804.13,2.4
2018,3,Malaysia,Entertainment,Gaming Console,925.0,319.83,1307.19,9815.04,4.2
2020,7,Thailand,Electronics,Camera,134.0,322.67,768.67,13258.17,4.0
2021,11,Indonesia,Computers,Printer,403.0,759.71,1335.8,22363.18,3.5
2022,9,Malaysia,Computers,Monitor,250.0,239.91,829.96,35859.41,2.7
2021,7,Singapore,Electronics,Smartwatch,514.0,1993.09,1473.42,15748.09,2.9
2020,6,Philippines,Personal Care,Shaver,420.0,954.04,1475.8,36809.85,3.0
2020,6,Philippines,Entertainment,Television,343.0,498.59,865.0,10825.0,3.1
2019,6,Philippines,Personal Care,Hair Dryer,63.0,1859.38,988.54,10242.06,3.9
2019,2,Singapore,Personal Care,Massager,208.0,1594.61,992.21,46793.8,4.1
2021,7,Philippines,Electronics,Smartwatch,1455.0,82.01,232.89,12326.57,1.3
2019,8,Philippines,Computers,Desktop,514.0,442.55,572.88,49484.01,4.4
2019,2,Philippines,Home Appliances,Microwave,139.0,1875.88,760.28,17567.71,2.9
2021,8,Philippines,Home Appliances,Washing Machine,479.0,803.58,439.55,28731.37,3.6
2019,6,Malaysia,Entertainment,VR Headset,874.0,495.29,56.43,16930.74,2.7
2021,7,Singapore,Personal Care,Facial Cleanser,771.0,68.52,529.32,5889.57,1.6
2018,11,Indonesia,Personal Care,Facial Cleanser,333.0,1035.41,613.47,46570.51,4.1
2021,9,Indonesia,Personal Care,Massager,1038.0,1726.45,276.4,26662.18,1.5
2019,9,Malaysia,Computers,Laptop,496.0,1249.22,1390.65,40454.29,2.0
2022,9,Singapore,Personal Care,Hair Straightener,1142.0,350.6,729.06,35442.4,3.5
2022,1,Thailand,Computers,Printer,401.0,1161.94,1442.04,40238.61,1.9
2021,6,Singapore,Electronics,Smartwatch,1481.0,1775.44,132.0,34742.06,1.5
